Resort ID,Resort Name
RES2530,wildenthal
RES2531,wildewiese-sundern
RES2532,wildmooslift-oberau-berchtesgaden
RES2533,willmandingen-skilift-laengloch
RES2534,windheim-steinbach-am-wald
RES2535,winterberger-nordhang
RES2536,winterberglift-oberkirnach-st-georgen
RES2537,winterberglifte-schonach-im-schwarzwald
RES2538,winterhalde-degenfeld-schwaebisch-gmuend
RES2539,wirtsberg-bartholomaeheubach
RES2540,wittenburg-alpincenter-hamburg-wittenburg
RES2541,witthoh-emmingen-liptingen
RES2542,witzberg-pockau
RES2543,wolfsberglift-siegsdorf
RES2544,wolfsschlucht-pruem
RES2545,wurgwitz
RES2546,wurmsteinlift-flossenbuerg
RES2547,zeyers-wies-bolheim-herbrechtingen
RES2548,ziegelhaeuser-muensingen
RES2549,ziegenberg-zwoenitz
RES2550,zschorlau
RES2551,zuckerfeld
RES2552,zuflucht-baiersbronn
RES2553,zweibruecken
RES2554,zwoelfmorgental-wernigerode
RES2555,. Jahorina
RES2556,. Babin Do – Bjelašnica
RES2557,balkana
RES2558,blidinje-risovac
RES2559,brusnica-fojnica
RES2560,busovaca
RES2561,igrista-vlasenica
RES2562,kozara
RES2563,malo-polje-igman
RES2564,ostrelj-bosanski-petrovac
RES2565,pridolci
RES2566,radusa
RES2567,rogatica
RES2568,rostovo
RES2569,stozer-vrana-kupres
RES2570,vlasic
RES2571,. Špindlerův Mlýn
RES2572,. Keilberg (Klínovec)
RES2573,. Lipno
RES2574,kouty-nad-desnou
RES2575,horni-domky-lysa-hora
RES2576,cerna-hora-janske-lazne
RES2577,plesivec-abertamy
RES2578,. Jáchymov Střed
RES2579,. Novako – Boží Dar
RES2580,aldrov-vitkovice-witkowitz
RES2581,alpalouka
RES2582,alsovka-medenec
RES2583,annaberg-andelska-hora
RES2584,annaberg-sucha-rudna
RES2585,arrakis-zacler-prkenny-dul
RES2586,as
RES2587,avalanche-dolni-moravice
RES2588,bavorak-korenov
RES2589,bedrichov
RES2590,bedrichovka
RES2591,benecko
RES2592,bila
RES2593,bile-karpaty-mikulcin-vrch
RES2594,biocel-zlatnik
RES2595,bosino
RES2596,bournak
RES2597,bozi-dar-neklid
RES2598,brandov
RES2599,branna
RES2600,bret-prkenny-dul
RES2601,brnenka-vernirovice
RES2602,bublava-bleiberg
RES2603,bukova-hora-cenkovicecervena-voda
RES2604,burov
RES2605,cartak-solan-sedlo
RES2606,celnica-trestik
RES2607,cerinek
RES2608,cerna-ricka
RES2609,cerna-voda
RES2610,cerny-dul
RES2611,certak-vaclavov-u-bruntalu-ski-karlov
RES2612,certova-hora-harrachov
RES2613,cervena-liska-potucky
RES2614,cervenohorske-sedlo
RES2615,ceske-petrovice
RES2616,ceske-zleby
RES2617,cesky-jiretin
RES2618,chata-cihalka
RES2619,chata-juraska
RES2620,chata-na-losenici-popelna-nicov
RES2621,chata-pod-klinem-ramzova
RES2622,chotoun
RES2623,cihadlo
RES2624,dalecin
RES2625,davidovy-boudy
RES2626,destne
RES2627,disko-island-planned
RES2628,dlouhonovice
RES2629,dolni-dvur
RES2630,dolni-lomna-armada
RES2631,dolni-morava-kralicky-sneznik
RES2632,eduard-jachymov
RES2633,elza-ski-vejprty
RES2634,filipov
RES2635,filipovice-skipark
RES2636,frymburk-svata-marta
RES2637,gansberg
RES2638,grun-ski-park-stare-hamry
RES2639,grun-stare-hamry
RES2640,hamry-bystre
RES2641,hartman
RES2642,hartmanice
RES2643,harusak-nove-mesto-na-morave
RES2644,heipark-tosovice
RES2645,herlikovice-bubakov
RES2646,hlinsko
RES2647,hlubocky
RES2648,hluboka-u-liberce
RES2649,hluboka-u-trhove-kamenice
RES2650,hodkovice-nad-mohelkou
RES2651,hodonin
RES2652,homole-ponikla
RES2653,hora-svate-kateriny-st-katharinaberg
RES2654,horal
RES2655,horice-blansko
RES2656,horni-halze-medenec
RES2657,horni-marsov
RES2658,horni-podluzi
RES2659,horni-udoli
RES2660,horni-vltavice
RES2661,horsky-hotel-popelna-nicov
RES2662,hrabesice
RES2663,hrebinek
RES2664,jachymov-horske-stredisko-pam
RES2665,jadrna
RES2666,jalovec
RES2667,janova-hora
RES2668,jasenka
RES2669,javornik-jermanice
RES2670,javornik-zalesi
RES2671,javorovy-vrch-trinec
RES2672,jedlova
RES2673,jested-liberec
RES2674,jezerne-tabacka
RES2675,jimramov
RES2676,jizersky-kopec
RES2677,jonas-park-ostruzna
RES2678,kadlecak
RES2679,kamenec-jablonec-nad-jizerou
RES2680,kamenec-teplice-nad-metuji
RES2681,kares
RES2682,karlova-studanka
RES2683,karolinka
RES2684,kasperske-hory
RES2685,kaste-petrikov
RES2686,kempaland-bukovec
RES2687,kladky
RES2688,klema
RES2689,klepacov
RES2690,klinek-predklasteri
RES2691,klobouk-mala-moravka-ski-karlov
RES2692,kocian-loucna-nad-desnou
RES2693,kocourov
RES2694,kohutka
RES2695,komari-vizka-horni-krupka
RES2696,koprivna
RES2697,kovarna-horni-lipova
RES2698,kovarska
RES2699,kozakov
RES2700,kozi-plan
RES2701,kozinec-jilemnice
RES2702,krajka-kraslice
RES2703,kralicak-hyncice-pod-susinoustribrnice
RES2704,krizovy-vrch
RES2705,kubiska
RES2706,kubova-hut
RES2707,kuncice-pod-sneznikem
RES2708,kvasejovice
RES2709,kvilda
RES2710,lanov
RES2711,lazensky-vrch-lipova-lazne
RES2712,lazne-jesenik
RES2713,libin-libinske-sedlo
RES2714,lisak-stribrna
RES2715,lisny
RES2716,lucifer-josefuv-dul
RES2717,ludvikov
RES2718,luhy-trnava
RES2719,luisino-udoli
RES2720,luka-nad-jihlavou
RES2721,luz-horni-svetla
RES2722,luzna
RES2723,machuzky
RES2724,mala-upa
RES2725,malenovice
RES2726,marianky-marianske-lazne
RES2727,mcgregor-stare-mesto-pod-sneznikem
RES2728,mendl-ski-brestek
RES2729,merklin
RES2730,mezibori
RES2731,mezihori
RES2732,mezivodi
RES2733,miroslav-lipova-lazne
RES2734,mlade-buky
RES2735,mladkov-petrovicky
RES2736,modra-hvezda-bahynka
RES2737,moninec-sedlec-prcice
RES2738,moravka-svinorky
RES2739,mosty-u-jablunkova
RES2740,mysak
RES2741,mytiny
RES2742,na-smrtaku-jesenik
RES2743,nachod
RES2744,nad-nadrazimbelveder-zelezna-ruda
RES2745,nadrazi-pernink
RES2746,naprava-jachymov-nove-mesto
RES2747,navrsi-stribrnice
RES2748,nella-bartosovice
RES2749,nemcicky
RES2750,nezdice-na-sumave
RES2751,nova-lhota
RES2752,nove-hamry
RES2753,nove-hute
RES2754,novy-hradek
RES2755,oaza-loucna-nad-desnou
RES2756,olesnice-na-morave
RES2757,olesnice-v-orlickych-horach
RES2758,olsanka
RES2759,opalena
RES2760,ostra-malenovice
RES2761,ostruzna-retezarna
RES2762,osvetimany
RES2763,palkovice
RES2764,pancir
RES2765,paprsek-velke-vrbno
RES2766,parez
RES2767,pasak
RES2768,paseky-nad-jizerou
RES2769,pec-pod-snezkou
RES2770,pekarov
RES2771,peklak
RES2772,penkavci-vrch
RES2773,petrikovice
RES2774,plavy
RES2775,pod-solanem
RES2776,polevsko
RES2777,potstat
RES2778,pozdechov
RES2779,prachen
RES2780,praded-figura
RES2781,praded-mala-moravka-ski-karlov
RES2782,prelac-horni-lomna
RES2783,premyslov-jeleni
RES2784,pricna-zlate-hory
RES2785,primda
RES2786,privrat
RES2787,pustevny-trojanovice
RES2788,pysna
RES2789,radegast-sihly-na-krasne
RES2790,radvanice
RES2791,raliska
RES2792,ramzova-bonera-serak
RES2793,rasov-kliny
RES2794,razula
RES2795,rejdice
RES2796,reka
RES2797,relax-petrikov-ostruzna
RES2798,ricky-v-orlickych-horach
RES2799,rohanov
RES2800,rohy
RES2801,rumburk
RES2802,rusava
RES2803,sacberk
RES2804,sachrovka
RES2805,sachty-vysoke-nad-jizerou
RES2806,sadek-klenci-pod-cerchovem
RES2807,sagasserovy-boudy-velka-upa
RES2808,samoty
RES2809,sanov-cervena-voda
RES2810,saporo-kraslice
RES2811,sedlonov
RES2812,selenburk-krnov
RES2813,semily
RES2814,seninka
RES2815,severak
RES2816,severka-dolni-lomna
RES2817,sibenicni-vrch-mnichovice
RES2818,sindelna
RES2819,skalka-ostrava-poruba
RES2820,skipot-potucky
RES2821,solan-bzove
RES2822,solan-vrchol
RES2823,solisko-horni-becva
RES2824,spicak
RES2825,stara-ves-u-rymarova
RES2826,stedrakova-lhota
RES2827,strazne
RES2828,strazny
RES2829,strban
RES2830,studenov
RES2831,stupava
RES2832,svata-anna
RES2833,svinec
RES2834,svoboda-nad-upou
RES2835,svratka
RES2836,svycarska-bouda-abertamy
RES2837,synot-kycerka
RES2838,tanvaldsky-spicak
RES2839,telnice
RES2840,tesak
RES2841,trojak
RES2842,turek
RES2843,u-bambuchu
RES2844,u-capa-korenov-prichovice
RES2845,u-hrbitova-cerny-dul
RES2846,u-pekina-zlate-hory-dolni-udoli
RES2847,u-sachovy-studanky
RES2848,udatny
RES2849,vankuv-kopec
RES2850,velflink-pernink
RES2851,velka-upa
RES2852,vernirovice
RES2853,vetrny-vrch-dolni-morava
RES2854,visalaje
RES2855,vraclavek
RES2856,vranca
RES2857,vrbno-pod-pradedem
RES2858,vrchlabi-knezicky-vrch
RES2859,vurmovka
RES2860,xpark-frantiskov-jindrichov
RES2861,zadov-churanovu-horejsu
RES2862,zadov-kobyla
RES2863,zakouti-harrachov
RES2864,zaluzi
RES2865,zasada
RES2866,zborov
RES2867,zbraslav-u-brna
RES2868,zdobnice
RES2869,zlata-olesnice
RES2870,zlatnik-fela
RES2871,zvicina
RES2872,. Vogel – Bohinj
RES2873,. Krvavec
RES2874,mariborsko-pohorje-maribor
RES2875,kanin-sella-neveabovec
RES2876,cerkno
RES2877,stari-vrh
RES2878,kobla-bohinj
RES2879,kranjska-gora
RES2880,bela-komarna-vas
RES2881,bukovnik
RES2882,celjska-koca
RES2883,dole-pri-litiji
RES2884,encijan
RES2885,golte
RES2886,izver-sodrazica
RES2887,janina-rogaska-slatina
RES2888,javornik
RES2889,kandrse-vidrga
RES2890,kope
RES2891,krpin-begunje
RES2892,ledinica-ziri
RES2893,logarska-dolina
RES2894,luce
RES2895,macesnovc-ratece
RES2896,marela-kisovec-zagorje-ob-savi
RES2897,masun
RES2898,mrzla-dolina-horjul
RES2899,osovje
RES2900,park-kralja-matjaza-crna-na-koroskem
RES2901,pokljuka-goreljek
RES2902,poseka-ravne-na-koroskem
RES2903,pungrat-besnica
RES2904,ribnica-na-pohorju-ribnisko-pohorje
RES2905,ribniska-koca-ribnisko-pohorje
RES2906,rimski-vrelec
RES2907,rogla
RES2908,rudno-zelezniki
RES2909,senozeta
RES2910,sentjost-nad-horjulom
RES2911,ski-bor-crni-vrh
RES2912,soriska-planina
RES2913,spanov-vrh
RES2914,straza-bled
RES2915,sviscaki
RES2916,trije-kralji
RES2917,ulovka-jamnik
RES2918,velika-planina
RES2919,visevnik-na-pokljuki
RES2920,vojsko
RES2921, Kolašin 1450/Kolašin 1600
RES2922,durmitor
RES2923,lokve
RES2924,zabljak
RES2925,. Szczyrk Mountain Resort
RES2926,. Białka Tatrzańska – Kotelnica/Kaniówka/Bania
RES2927,. Szymoszkowa
RES2928, Kasprowy Wierch – Zakopane
RES2929,zieleniec
RES2930,szklarska-poreba-szrenica
RES2931,czarna-gora-sienna
RES2932,. Hawrań – Jurgów
RES2933,. Nosal – Bystre
RES2934,. Harenda
RES2935,. Witów
RES2936,. Bialy Potok
RES2937,amalka-suleczyno
RES2938,arlamow
RES2939,art-ski-bielice
RES2940,baba-jaga-bodzentyn
RES2941,babica
RES2942,bakcy-na-goruszce-jaworze
RES2943,barania-gora-wisla
RES2944,bartek
RES2945,batorz
RES2946,berest
RES2947,beskid-sport-arena-szczyrk
RES2948,beskid-spytkowice
RES2949,beskidek-szczyrk
RES2950,bialy-jar-karpacz
RES2951,bialy-krzyz-szczyrk
RES2952,bielawa
RES2953,bobliwo
RES2954,bochnia-wisla
RES2955,bor-zwardon
RES2956,borowice
RES2957,budzowski-wierch-zakopane
RES2958,budzynski
RES2959,celejow
RES2960,chelmowa-gora-krasnobrod
RES2961,chodziez
RES2962,chotarz-koscielisko
RES2963,chyrowa
RES2964,cieniawa
RES2965,cienkow-malinka-wisla
RES2966,cisowa
RES2967,czantoria-ustron
RES2968,czarnorzeki
RES2969,czarnow-kamienna-gora
RES2970,czarny-gron
RES2971,czarny-kamien
RES2972,czerwony-szlak
RES2973,czorsztyn-kluszkowce
RES2974,czupel-wisla
RES2975,dabrowka-suwalki
RES2976,debowiec-bielsko-biala
RES2977,diament-miedzygorze
RES2978,dluga-polana-nowy-targ
RES2979,dolina-lesnicyswiniorki-brenna-lesnica
RES2980,dolomity-sportowa-dolina-sucha-gora-bytom
RES2981,dwie-doliny-wierchomla-malaszczawnik-piwniczna-zdrojmuszyna
RES2982,dzikowiec-boguszow-gorce
RES2983,dziubasowki-nowy-targ-planned
RES2984,gigant-zakopane
RES2985,globus-ski-lublin
RES2986,glodowka
RES2987,golebiewski-mikolajki
RES2988,gora-czterech-wiatrow-maragowo
RES2989,gora-kamiensk
RES2990,gora-parkowa-krynica-zdroj
RES2991,gora-zar-miedzybrodzie-zywieckie
RES2992,gorny
RES2993,grapa-litwinka-czarna-gora
RES2994,gromadzyn-ustrzyki-dolne
RES2995,gubalowka-zakopane
RES2996,hajduk
RES2997,henryk
RES2998,homole-jaworki
RES2999,huzele
RES3000,jacnia
RES3001,jastrzebia
RES3002,jaworzyna-krynicka
RES3003,jodla
RES3004,jugow-park
RES3005,jurasowka-siemiechow
RES3006,kalinec-przesieka
RES3007,kalnica-pl
RES3008,kamienicaboleslawow
RES3009,kamionna-laskowa
RES3010,karlikow
RES3011,karpatka-panorama
RES3012,kartasiowka-rus
RES3013,kazimierz
RES3014,kiczera-pulawy-rymanow
RES3015,klepki-malinka-wisla
RES3016,kocierz
RES3017,kokuszka
RES3018,kolorowa
RES3019,komancza
RES3020,korzeniec
RES3021,kotlinka-szymbark
RES3022,koziniec-czarna-gora
RES3023,krzyzowa-gora-lidzbark-warminski
RES3024,kuba-wisla
RES3025,kudowa-zdroj
RES3026,ladek-zdroj
RES3027,laworta-ustrzyki-dolne
RES3028,lesko-ski-weremien
RES3029,limanowa
RES3030,lipki-zakopane
RES3031,lubinka
RES3032,lubomierz
RES3033,lysa-gora-dziwiszow
RES3034,lysa-gora-sopot
RES3035,maciejowa-rabka-zdroj
RES3036,magura-skipark-malastow
RES3037,male-ciche
RES3038,malego-krola
RES3039,malinka-zgierz
RES3040,malta-ski-poznan-posen
RES3041,mareszka-krempna
RES3042,master-ski-tylicz
RES3043,mazurski-okragle
RES3044,mosorny-gron-zawoja
RES3045,murzasichle
RES3046,myslecinek-bydgoszcz
RES3047,myslenice
RES3048,na-stoku-walim
RES3049,na-wirchnem-gladyszow
RES3050,narciarski-gornik-sokolec
RES3051,nartraj-chrzanow
RES3052,niechobrz
RES3053,niestachow
RES3054,nowa-morawa
RES3055,nowa-osada-wisla
RES3056,nowy-gieraltow
RES3057,oaza-ski-strzyzow
RES3058,obidowa
RES3059,ochodzitaski-koniakow
RES3060,okragla-gorka-kamianna
RES3061,olczan-ski
RES3062,orawcowa-zwardon
RES3063,orawka-jablonka
RES3064,osmelakowa-dolina-spalona
RES3065,osrodek-bystre-baligrod
RES3066,paczoltowice-krakow-valley
RES3067,palenica-szczawnica
RES3068,parchatka
RES3069,pardalowka-ugory-zakopane
RES3070,park-szczesliwice-warsaw-warszawa
RES3071,partecznik-wisla
RES3072,pasieki-wisla
RES3073,piast-przylekow
RES3074,piekna-gora-goldap
RES3075,pierscienica-kielce
RES3076,pietkiewiczowka
RES3077,pilsko-korbielow
RES3078,pod-butorowym-koscielisko
RES3079,pod-durbaszka
RES3080,pod-honem-cisna
RES3081,pod-wangiem
RES3082,polaczkowka-rabka-zdroj
RES3083,polana-sosny-niedzica
RES3084,polana-zielenska-wisla
RES3085,polanczyk
RES3086,polanki-szczawa
RES3087,poniwiec
RES3088,powroznik
RES3089,przelecz-sokola
RES3090,przemysl
RES3091,przy-kolibie
RES3092,ptaszkowa
RES3093,rablow
RES3094,rachowiec-zwardon
RES3095,radostowa
RES3096,ropienka
RES3097,rowienki-jawornik-wisla
RES3098,rudgor-wisla
RES3099,rusin-ski-bukowina-tatrzanska
RES3100,rusinowa-polana
RES3101,rybno
RES3102,rycerka
RES3103,rymanowie
RES3104,ryterski-raj-rytro
RES3105,rzeczka
RES3106,sabat-krajno-zagorze
RES3107,salamandra-koscielisko
RES3108,sami-swoi-gliczarow-dolny
RES3109,siepraw
RES3110,siglany-wisla
RES3111,skalanka-zwardon
RES3112,skolnity-wisla
RES3113,skomielna-czarna
RES3114,slotwiny
RES3115,slotwiny-arena
RES3116,smerekowiec
RES3117,smolen
RES3118,sniezka-karpacz
RES3119,snieznica-kasina-wielka
RES3120,sniezynka-lezyce
RES3121,solina
RES3122,sopelek-katowice-kostuchna-kattowitz
RES3123,sosnowaka-gorna
RES3124,soszow-jawornik-wisla
RES3125,srodula-sport-sosnowiec
RES3126,stajkowa-kroscienko-nad-dunajcem
RES3127,stary-gron-brenna
RES3128,stok-karpatka
RES3129,stok-relaks
RES3130,stok-wisla
RES3131,stozek-wisla
RES3132,struznica
RES3133,sucha-dolina-kosarzyska-piwniczna-zdroj
RES3134,suche
RES3135,sulow
RES3136,swieradow-zdroj
RES3137,swieta-gora-lubawka
RES3138,szance-koniakow
RES3139,szczecinska-gubalowka-szczecin
RES3140,szelment
RES3141,szklana-gora-harbutowice
RES3142,szopowe
RES3143,szus-koniakow
RES3144,szwajcaria-baltowska
RES3145,szymkowka
RES3146,szyndzielnia-bielsko-biala
RES3147,telegraf-kielce
RES3148,tobolow-koninki
RES3149,tomaszow-lubelski
RES3150,tumlin-podgrod
RES3151,turystyczna
RES3152,tylicz
RES3153,u-bolka-miedzygorze
RES3154,u-gruloka-poronin
RES3155,u-steni-gliczarow-gorny
RES3156,u-zura-chabowka
RES3157,ujsoly
RES3158,unislaw
RES3159,wegierski-brenna
RES3160,widelki
RES3161,wielka-sowa-potoczek-pieszyce
RES3162,wiezyca-koszalkowo-szymbark
RES3163,winiarska-iwonicz-zdroj
RES3164,wola-nieszkowska
RES3165,wujskie
RES3166,wysoki-wierch-bukowina-tatrzanska
RES3167,wysowa
RES3168,zachelmie-podgorzyn
RES3169,zadzial-nowy-targ
RES3170,zagorz
RES3171,zagron
RES3172,zatwarnica
RES3173,zawiercie-morsko
RES3174,zebra-bialka-tatrzanska
RES3175,zegiestow
RES3176,zielona-brama-przywidz
RES3177,zloty-gron
RES3178,zloty-stok-w-krzeszowie
RES3179, Rosa Khutor
RES3180,. Gazprom Mountain Resort
RES3181,alpika-service
RES3182,gorky-gorod
RES3183,lagonaki-planned
RES3184,. Malbun
RES3185,dola-planken
RES3186,tschagael-schaan
RES3187,bukovel
RES3188,angarskyy-pass
RES3189,bukovytsia-boryslav
RES3190,cherkassy-vodyaniki
RES3191,dolyna
RES3192,dragobrat
RES3193,guta
RES3194,huta
RES3195,ilz
RES3196,kiev-protasov-yar
RES3197,kosiv
RES3198,krasiya
RES3199,krokus
RES3200,lumshory
RES3201,magura-izky
RES3202,makovytsia-mizhgirya
RES3203,menchil-varshavahrabovets
RES3204,mt-pohar-pogar
RES3205,mygovo
RES3206,novoselitsa
RES3207,oryavchik
RES3208,pilipec
RES3209,plai
RES3210,podobovets
RES3211,politekhnik
RES3212,polyana
RES3213,pylypets
RES3214,rakhiv
RES3215,sinyak
RES3216,solochyn
RES3217,synevir
RES3218,trostyan-mountain
RES3219,tysovets
RES3220,velykyj
RES3221,verkhniy-studenyy
RES3222,verkhovyna
RES3223,vishgora-vyshhorod
RES3224,voevodyno
RES3225,vorohta
RES3226,vyshka
RES3227,vysokyy-verh-zhar-berkut
RES3228,yablunytsia
RES3229,yaremche
RES3230,yasinya
RES3231,yavoriv
RES3232,zatyshok
RES3233,zhdenievo
RES3234,zveniv
RES3235,arkhyz
RES3236,mt-elbrus
RES3237,mt-cheget
RES3238,dombai
RES3239,mamison-planned
RES3240,matlas-planned
RES3241,mount-elbrus-bezengi-planned
RES3242,tsey
RES3243,. SnowWorld Landgraaf (indoor ski area)
RES3244,. SnowWorld Zoetermeer (indoor ski area)
RES3245,. De Uithof (indoor ski area)
RES3246,. Montana Snowcenter (indoor ski area)
RES3247,indoor-ski-s-hertogenbosch
RES3248,indoorski-breda
RES3249,nieuwegein
RES3250,rotterdam-indoorski
RES3251,rucphen-skidome
RES3252,ski-snowboard-xperience-boskoop-alphen-aan-den-rijn
RES3253,skicenter-edelweiss-brummen
RES3254,skiindoor-landsmeer
RES3255,skiindoor-obdam-koggenland
RES3256,snowplanet
RES3257,snowsportcenter-utrecht
RES3258,soesterberg
RES3259,terneuzen-skidome
RES3260,wolfskamer
RES3261,mount-parnassos-fterolakkakellaria
RES3262,falakro
RES3263,vasilitsa
RES3264,3-5-pigadia-naoussa
RES3265,agrafa-karamanoli
RES3266,agriolefkes-pelion
RES3267,anilio
RES3268,chelmos-kalavrita
RES3269,chriso-elafi
RES3270,elatochori-katerini
RES3271,karakoli
RES3272,koziakas-pertouli
RES3273,lailias-ski-area-serres
RES3274,mount-olympos-vryssopoules
RES3275,mount-parnassos-gerontovrachos
RES3276,orfea-valley-paggaio
RES3277,ostrakina-mainalon
RES3278,provitis-ilias-metsovo
RES3279,seli-ski-area
RES3280,tymfristos-velouchi
RES3281,vigla-pisoderiverno-florina
RES3282,vitsi
RES3283,voras-kaimaktsalan
RES3284,ziria
RES3285,. Bláfjöll
RES3286,dalvik
RES3287,hlidarfjall-akureyri
RES3288,husavik
RES3289,isafjoerdur
RES3290,oddsskard
RES3291,skalafell
RES3292,skardsdalur-siglufjoerdur
RES3293,stafdalur
RES3294,tindaoexl-olafsfjoerdur
RES3295,tindastoll-saudarkrokur
RES3296,straja
RES3297,sinaia
RES3298,predeal
RES3299,poiana-brasov
RES3300,arena-platos
RES3301,arieseni-vartop
RES3302,azuga
RES3303,baia-de-fier
RES3304,baile-homorod
RES3305,baile-tusnad
RES3306,balea-lac
RES3307,balvanyos
RES3308,bistrita
RES3309,borsafuered
RES3310,borsec
RES3311,bradul
RES3312,bran
RES3313,brazi
RES3314,bucsin
RES3315,bujdoso-bucsin
RES3316,bunloc-sacele
RES3317,buscat-baisoara
RES3318,busteni
RES3319,campulung-moldovenesc
RES3320,cheile-butii
RES3321,comandau-covasna
RES3322,constantinescu
RES3323,cora
RES3324,csango
RES3325,csipike
RES3326,dangau-mare
RES3327,durau
RES3328,elod
RES3329,faegaeras-heliski
RES3330,feleacu
RES3331,greces
RES3332,gura-humorului
RES3333,gyergyocsomafalva-snowpark
RES3334,harghita-bai
RES3335,hidiselu-de-jos
RES3336,horea-planned
RES3337,iasi
RES3338,icoana-cavnic
RES3339,izvoare
RES3340,izvorul-muresului
RES3341,jina
RES3342,kicsi-mihaly
RES3343,kossuth
RES3344,lacu-rosu
RES3345,lobogo
RES3346,lupului
RES3347,madarasi-hargita
RES3348,magherus
RES3349,miklos
RES3350,mogosa
RES3351,moieciu
RES3352,moneasa
RES3353,motul-draegusului-fagaras-planned
RES3354,muntele-mic
RES3355,mutu
RES3356,nagymihaly
RES3357,nemira-slanic-moldova
RES3358,novaci
RES3359,paltinis
RES3360,parang
RES3361,paraul-rece
RES3362,piatra-fantanele
RES3363,piatra-neamt
RES3364,platoul-soarelui
RES3365,pricop-teleski
RES3366,ranca-ro
RES3367,roata-cavnic
RES3368,romenergo
RES3369,sararie
RES3370,semenic
RES3371,sfantu-gheorghe
RES3372,smart-ski-slopes-timisoara
RES3373,sovata
RES3374,stana-de-vale
RES3375,sugas-bai
RES3376,sugo
RES3377,suior
RES3378,sumuleu
RES3379,sureanu
RES3380,tolvajos
RES3381,toplita
RES3382,transalpina-vidravoineasa
RES3383,transylvania-heliski
RES3384,valea-blaznei
RES3385,valea-jiului
RES3386,vatra-dornei
RES3387,veresvirag
RES3388,vulcan
RES3389,nevis-range
RES3390,glenshee
RES3391,glencoe-mountain
RES3392,cairngorm-mountain
RES3393,. Alpine Snowsports – Aldershot (dry slopes)
RES3394,. Chill Factore – Manchester (indoor ski area)
RES3395,. Pendle Ski Club (dry slopes)
RES3396,. Snozone – Milton Keynes (indoor ski area)
RES3397,. The Snow Centre – Hemel Hempstead (indoor ski area)
RES3398,aberdeen-snowsports-centre
RES3399,ackers-outdoor-activity-centre
RES3400,alford-snow-sports-centre
RES3401,allenheads
RES3402,ancrum-outdoor-centre
RES3403,basingstoke-skizone
RES3404,bassingbourn-snowsports-centre
RES3405,bearsden-ski-board
RES3406,bowles-snowsports-centre
RES3407,bracknell-ski-centre
RES3408,brentwood-park-ski-and-snowboard-centre
RES3409,bromley-ski-and-snowboard-centre
RES3410,calshot-activities-centre
RES3411,cardiff-ski-and-snowboard-centre
RES3412,carlisle-ski-club-yad-moss
RES3413,carlisle-snowsports
RES3414,chatham-ski-centre
RES3415,chelski-london
RES3416,christs-college-ski-club-guildford
RES3417,condor-dry-ski-slope
RES3418,craigavon-ski-centre
RES3419,exeter-district-ski-club
RES3420,firpark-ski-centre
RES3421,folkestone-ski-centre
RES3422,glasgow-ski-centre
RES3423,glenmore-lodge
RES3424,gloucester-ski-snowboard-centre
RES3425,gosling-sports-park
RES3426,halifax-ski-centre
RES3427,kendal-ski-centre
RES3428,kidsgrove-ski-centre
RES3429,knockhatch-ski-centre
RES3430,lake-district-ski-club-raise
RES3431,leisuredome-weston-super-mare-planned
RES3432,llandudno-ski-and-snowboard-centre
RES3433,llangrannog-ski-centre
RES3434,loch-insh-outdoor-centre
RES3435,lowther-hills
RES3436,mendip-snowsport-centre
RES3437,midlothian-ski-centre
RES3438,newmilns-dry-ski-slope
RES3439,norfolk-snowsports-club
RES3440,oval-sports-centre
RES3441,pembrey-ski-slope
RES3442,plas-y-brenin
RES3443,plymouth-ski-centre
RES3444,polmonthill-ski-centre
RES3445,pontypool-ski-centre
RES3446,rossendale
RES3447,runcorn-ski-centre
RES3448,sandown-ski-centre
RES3449,sheffield-ski-village
RES3450,silksworth-sports-complex
RES3451,skiplex-chiswick
RES3452,skiplex-reading
RES3453,snow-factor-braehead-renfrew
RES3454,snowtrax-alpine-activity-centre-christchurch
RES3455,snozone-castleford
RES3456,southampton-snowsport-centre
RES3457,stoke-ski-centre
RES3458,suffolk-ski-centre
RES3459,summit-indoor-adventure-selby
RES3460,swadlincote-ski-snowboard-centre
RES3461,tallington-lakes
RES3462,tamworth-snowdome
RES3463,telford-ski-centre
RES3464,the-lecht
RES3465,torquay-alpine-ski-club
RES3466,warmwell-snowsports-centre
RES3467,weardale-ski-club
RES3468,whickham-thorns-outdoor-activity-centre
RES3469,big-wood
RES3470,kolasportland
RES3471,igora
RES3472,kukisvumchorr
RES3473,mount-sparrow-apatity
RES3474,ohta-park
RES3475,salma-alpine-ski-centre
RES3476,tyytari-park-retselya
RES3477,yucca-park
RES3478,popova-sapka
RES3479,mavrovo-zare-lazareski
RES3480,eskimo-freeride-sar-planina
RES3481,krusevo
RES3482,mount-kozuf
RES3483,oteshevo
RES3484,pelister
RES3485,ponikva
RES3486,brezovica
RES3487,. Snow Arena – Druskininkai (indoor ski area)
RES3488,akmenynu
RES3489,alytaus
RES3490,birstonas
RES3491,ignalina
RES3492,kalitos-kalnas-anyksciai
RES3493,liepkalnis-vilnius-ziemos-trasa
RES3494,moletu
RES3495,mortos-kalns
RES3496,rokantiskes
RES3497,vilkaviskis
RES3498,. Snow Valley – Peer (indoor ski area)
RES3499,. Ice Mountain (indoor ski area)
RES3500,aspen-antwerpen
RES3501,baraque-de-fraiture
RES3502,ferme-libert-malmedy
RES3503,le-monty-lierneux
