Resort ID,Resort Name
RES808,. Watles – Malles Venosta (Mals)
RES809, Bormio – Cima Bianca
RES810,mondole-ski-artesinafrabosa-sopranaprato-nevoso
RES811,. Lavarone
RES812,aprica
RES813,riserva-bianca-limone-piemonte
RES814,pila
RES815,cimone-montecretosestolale-polle
RES816,. Santa Caterina Valfurva
RES817,valchiavenna-madesimocampodolcino
RES818,san-domenico-alpe-ciamporino
RES819,courmayeur-checrouitval-veny
RES820,abetoneval-di-luce
RES821,pragelato
RES822,campo-felice-rocca-di-cambio
RES823,zoncolan-ravasclettosutrio
RES824,tarvisio-monte-lussari
RES825,piani-di-bobbio
RES826,montecampione-alpiazprato-secondinoplan-di-montecampione
RES827,. San Vito di Cadore
RES828,valmalenco-alpe-palu
RES829,torgnon
RES830,sangiacomocardini-monte-alpet
RES831,rittner-horn-corno-del-renon-ritten-renon
RES832,piana-di-vigezzo-craveggiasanta-maria-maggiore
RES833,padola-ski-area-comelico
RES834,monte-magnola-ovindoli
RES835,macugnaga
RES836,lorica
RES837,lagazuoi5-torri-passo-giaupasso-falzarego
RES838,foppolocarona-brembo-ski
RES839,champorcher
RES840,antagnod
RES841,. Passo dello Stelvio (Stelvio Pass)
RES842,baranci-haunold-san-candido-innichen
RES843,prati-di-tivo
RES844,piancavallo
RES845,passo-maniva
RES846,gressoney-saint-jean-weissmatten
RES847,gran-sasso-campo-imperatore
RES848,forni-di-sopra
RES849,crissolo-monviso
RES850,crevacol
RES851,cima-piazzisan-colombano-isolacciaoga
RES852,campitello-matese
RES853,altopiano-di-brentonico-polsasan-valentino
RES854,alpe-del-nevegal
RES855,spiazzi-di-gromo
RES856,sappada
RES857,sampeyre
RES858,pian-mune-paesana
RES859,pescasseroli
RES860,panarotta-2002-valsugana
RES861,monte-verena-mezzaselva-di-roana
RES862,lizzola
RES863,laceno-bagnoli-irpino
RES864,corno-alle-scale-lizzano-in-belvedere
RES865,colere
RES866,chiomonte-frais
RES867,campo-stella-leonessa
RES868,bielmonte
RES869,auronzo-di-cadore-monte-agudo
RES870,argentera
RES871,alpe-di-mera-scopello
RES872,. Vigiljoch (Monte San Vigilio) – Lana
RES873,. Feldthurns (Velturno)
RES874,ala-di-stura
RES875,alpe-cainallo-esino-lario
RES876,alpe-cialma-locana
RES877,alpe-devero-baceno
RES878,alpe-teglio-prato-valentino
RES879,alpette
RES880,antermoia-san-martin-de-tor
RES881,arabba
RES882,arioso-sasso-di-castalda
RES883,bagolino
RES884,balme-di-lanzo
RES885,barco-del-sangro
RES886,bellino
RES887,biancoia-conco
RES888,bolbeno
RES889,borno-monte-altissimo
RES890,bruncu-spina
RES891,brusson-estoul
RES892,caldirola-monte-gropa
RES893,camigliatello-silano
RES894,campigna-montefalco
RES895,campo-catino
RES896,campo-di-giove-majella-occidentale
RES897,campo-rotondo-cappadocia
RES898,campo-staffi
RES899,capracotta
RES900,careggine-alpi-apuane-monte-la-cima
RES901,castiglione-di-garfagnana
RES902,ceresole-reale
RES903,cerreto-laghi
RES904,chamois
RES905,chanavey
RES906,cima-ekar
RES907,cogne-gran-paradiso
RES908,cogolo
RES909,colle-de-lys
RES910,colle-di-joux
RES911,conca-dellalben
RES912,conserva-di-lauria
RES913,croce-daune-monte-avena
RES914,crodo
RES915,doganaccia-2000-cutigliano
RES916,domobianca
RES917,doues
RES918,edolo
RES919,emarsee
RES920,entracque
RES921,eremo-di-monte-carpegna
RES922,etna-nord-linguaglossa
RES923,etna-southnicolosi
RES924,etroubles
RES925,febbio-2000-monte-cusna
RES926,fiumalbo-doccia
RES927,forca-canapine
RES928,frosinone
RES929,funes-villnoess
RES930,furkel-trafoi-stilfs
RES931,gambarie-daspromonte
RES932,garessio-2000
RES933,gasse-ridnaun
RES934,haider-alm-st-valentin-auf-der-haide-san-valentino-alla-muta
RES935,jara-park-fontaniva
RES936,jochgrimm-passo-oclini
RES937,kaberlaba
RES938,la-baitina
RES939,la-magdeleine
RES940,lagdeilago-santo-corniglio
RES941,lagoraipasso-brocon-castello-tesino
RES942,lastaro
RES943,linta
RES944,luesen-luson
RES945,lurisia-monte-pigna
RES946,lusiana
RES947,majelletta
RES948,malga-san-giorgio
RES949,malga-varena-passo-lavaze
RES950,marinzen-castelrotto-kastelruth
RES951,marsia-tagliacozzo
RES952,maseben-langtaufers-vallelunga
RES953,melette-2000-gallio
RES954,mendelpass-monte-roen
RES955,misurina-passo-tre-croci
RES956,monesi-di-triora
RES957,montagna-grande-di-viggiano
RES958,monte-amiata
RES959,monte-baldo-malcesinepra-alpesina
RES960,monte-bianco-courmayeur
RES961,monte-bue-santo-stefano-daveto
RES962,monte-fumaiolo-le-balze
RES963,monte-livata-subiaco-monna-dellorso
RES964,monte-piselli-san-giacomo
RES965,monte-poieto-aviatico
RES966,monte-pora
RES967,monte-prata-castelsantangelo-sul-nera
RES968,monte-sirino
RES969,monte-spada
RES970,monte-terminillo
RES971,monte-volturino
RES972,monte-zovetto-cesuna
RES973,monti-del-sole
RES974,mosso-e-vallanzengo
RES975,mottarone
RES976,nova-ponente-deutschnofen
RES977,ollomont
RES978,oropa-biella
RES979,osimo
RES980,ospitaletto
RES981,palit-valchiusella-traversella
RES982,palot-pisogne
RES983,passo-cereda
RES984,passo-fedaia-pian-dei-fiacconi-marmolada
RES985,passo-forcora-monte-cadrigna
RES986,passo-godi-scanno
RES987,passo-lanciano
RES988,passo-penice
RES989,passo-rolle-rolle-pass
RES990,passo-san-leonardo
RES991,payel-di-valsavarenche-degioz
RES992,pescegallo-valgerola
RES993,petersberg-monte-s-pietro-nova-ponente-deutschnofen
RES994,pian-del-falco-sestola
RES995,pian-del-poggio-monte-chiappo
RES996,pian-delle-betulle-margno
RES997,pian-di-sole
RES998,pian-neiretto
RES999,piane-di-mocogno
RES1000,pianeta-neve-piampratovalprato-soana
RES1001,piani-di-artavaggio-moggio
RES1002,piano-battaglia
RES1003,piazzatorre
RES1004,pichl-gsies
RES1005,pievepelago-santannapelago
RES1006,pintura-bolognola
RES1007,piobbico
RES1008,pizzoferrato-valle-di-solegamberale
RES1009,pontechianale
RES1010,pradibosco-prato-carnico
RES1011,pradis-ci-bedollo
RES1012,prags-braies
RES1013,prali
RES1014,prati-di-mezzo-picinisco
RES1015,prato-selva
RES1016,pratospilla
RES1017,predaia-coredo
RES1018,presolana
RES1019,recoaro-mille
RES1020,rein-in-taufers-riva-di-tures
RES1021,rhemes-notre-dame
RES1022,rienz-toblach-dobbiaco
RES1023,riepenlift-antholz-mittertal-anterselva-di-mezzo
RES1024,rucas-di-bagnolo
RES1025,ruffre-monte-nock
RES1026,san-simone-brembo-ski
RES1027,sarena
RES1028,sassotetto-santa-maria-maddalena
RES1029,sauris
RES1030,scanno-monte-rotondo
RES1031,schia-monte-caio
RES1032,schilpario
RES1033,sellata
RES1034,selvarotonda-cittareale
RES1035,selvino
RES1036,separadorgiu
RES1037,st-gree-di-viola
RES1038,st-magdalena-gsiesvalle-di-casies
RES1039,st-oyen-flassin
RES1040,taisten-tesido
RES1041,tarscher-alm-malga-di-tarres-latsch-laces
RES1042,terenten-terento
RES1043,usseglio-pian-benot
RES1044,ussita
RES1045,val-formazza
RES1046,val-formica-cima-larici
RES1047,val-maron-enego-2000
RES1048,val-susa-heliski
RES1049,valbella-di-gallio-sisemol
RES1050,valgrisenche
RES1051,valle-divedro
RES1052,vallefura-pescocostanzo
RES1053,valpelline-ollomont-heliski-grand-combin
RES1054,ventasso-laghi-ramiseto
RES1055,villaggio-palumbo
RES1056,weissenbach-alpinwellt
RES1057,zum-zeri-passo-dei-due-santi
RES1058,Les 3 Vallées – Val Thorens/Les Menuires/Méribel/Courchevel
RES1059,Tignes/Val d'Isère
RES1060,Serre Chevalier – Briançon/Chantemerle/Villeneuve-la-Salle/Le Monêtier-les-Bains
RES1061,La Plagne (Paradiski)
RES1062,Les 2 Alpes
RES1063,Saint-Lary-Soulan
RES1064,Alpe d'Huez
RES1065,Megève/Saint-Gervais
RES1066,Les Arcs/Peisey-Vallandry (Paradiski)
RES1067,Le Grand Massif – Flaine/Les Carroz/Morillon/Samoëns/Sixt
RES1068, Espace Diamant – Les Saisies/Notre-Dame-de-Bellecombe/Praz sur Arly/Flumet/Crest-Voland
RES1069, Les Angles
RES1070, Peyragudes
RES1071, Les Sybelles – Le Corbier/La Toussuire/Les Bottières/St Colomban des Villards/St Sorlin/St Jean d’Arves
RES1072,varsrisoul-la-foret-blanche
RES1073,le-grand-domaine-valmoreldoucycelliersst-francois-longchamp
RES1074,galibier-thabor-valmeiniervalloire
RES1075,espace-san-bernardo-la-rosierela-thuile
RES1076,val-cenis-lanslevillardlanslebourgtermignon
RES1077,les-contamineshauteluce
RES1078,les-7-laux-prapoutelle-pleynetpipay
RES1079,la-clusazmanigod
RES1080,espace-villard-correncon-villard-de-lanscorrencon-en-vercors
RES1081,espace-lumiere-pra-loupval-dallos
RES1082, Isola 2000
RES1083,. Les Houches/Saint-Gervais – Prarion/Bellevue (Chamonix)
RES1084,Brévent/Flégère (Chamonix)
RES1085, Grand Tourmalet/Pic du Midi – La Mongie/Barèges
RES1086, Auron (Saint-Etienne-de-Tinée)
RES1087,orcieres-merlette-1850
RES1088,les-orres
RES1089,devoluy-superdevoluyla-joue-du-loup
RES1090,chamrousse
RES1091,Grands Montets – Argentière (Chamonix)
RES1092,valfrejus
RES1093,puy-saint-vincent
RES1094,les-portes-du-mont-blanc-comblouxmegeve-le-jailletla-giettaz
RES1095,le-grand-bornand
RES1096,ax-3-domaines-ax-les-thermes
RES1097,valbergbeuil-les-launes
RES1098,piau-engaly
RES1099,la-norma
RES1100,super-sauze
RES1101,sainte-foy-tarentaise
RES1102,luz-ardiden
RES1103,les-karellis
RES1104,aussois
RES1105,areches-beaufort
RES1106,st-jean-montclar
RES1107,porte-puymorens
RES1108,le-seignus
RES1109,le-lioran
RES1110,gourette-eaux-bonnes
RES1111,font-romeubolquere-pyrenees-2000
RES1112,thollon-les-memises
RES1113,st-pierre-de-chartreuse-le-planolet
RES1114,praz-de-lyssommand-taningesmieussy
RES1115,le-lys-cauterets
RES1116,lelexcrozet
RES1117,hirmentazles-haberes-bellevauxhabere-poche
RES1118,alpe-du-grand-serre-la-morte
RES1119,superbesse-puy-de-sancy
RES1120,roc-denfer-st-jean-daulps-la-grande-terchebellevaux-la-chevrerie
RES1121,pralognan-la-vanoise
RES1122,metabief
RES1123,luchon-superbagneres
RES1124,les-brasses
RES1125,le-mont-dore
RES1126,le-collet-dallevard
RES1127,la-colmiane
RES1128,guzet
RES1129,gerardmer-la-mauselaine
RES1130,bonneval-sur-arc
RES1131,balmeles-autannes-vallorcinele-tour
RES1132,artouste
RES1133,abries
RES1134,sainte-anne-la-condamine-la-condamine-chatelard
RES1135,roubion-les-buisses
RES1136,reallon
RES1137,pelvouxvallouise
RES1138,molines-en-queyrassaint-veran
RES1139,mijouxla-faucille
RES1140,la-pierre-saint-martin
RES1141,gavarniegedre-les-especieres
RES1142,chabanon
RES1143,ceillac-en-queyras
RES1144,bernex
RES1145,albiez-montrond
RES1146,val-louron
RES1147,saint-leger-les-melezes
RES1148,puigmal
RES1149,meaudre
RES1150,lessert-abondance
RES1151,le-semnoz
RES1152,le-mourtis
RES1153,le-grand-puy
RES1154,la-bresse-hohneck
RES1155,formigueres
RES1156,col-de-rousset
RES1157,chalmazel
RES1158,autrans-la-sure
RES1159,audibergue
RES1160,ascou-pailheres
RES1161,ancelle
RES1162,aillons-margeriaz
RES1163,aillon-le-jeune
RES1164,. Les Planards
RES1165,. Le Tourchet
RES1166,. Amnéville-Les-Thermes – Snowhall (indoor ski area)
RES1167,aiguille-du-midi-chamonix
RES1168,aiguilles
RES1169,archamps
RES1170,arvieux
RES1171,ballon-dalsace
RES1172,bellefontaine
RES1173,bleymard-mont-lozere
RES1174,bourg-doueil
RES1175,brabant-la-bresse
RES1176,bramans-val-darc
RES1177,brameloup-saint-chely-daubrac
RES1178,camurac
RES1179,ceueze-2000-gap
RES1180,champ-du-feu
RES1181,chastreix-puy-de-sancy
RES1182,chaux-neuve
RES1183,col-de-larzelier
RES1184,col-de-marcieu-saint-bernard-du-touvet
RES1185,col-de-porte
RES1186,col-de-turinicamp-dargent
RES1187,col-dornon
RES1188,col-du-barioz
RES1189,col-du-granier
RES1190,col-du-lautaret
RES1191,cordon
RES1192,cret-benila-combe-la-chapelle-dabondance
RES1193,crevoux
RES1194,donezan-mijanes
RES1195,entre-les-fourgs-jougne
RES1196,espace-cambre-daze-eynesaint-pierre-dels-forcats
RES1197,espace-dole-la-doleles-tuffes
RES1198,foncine-le-haut
RES1199,font-durle-chaud-clapier
RES1200,ghisoni
RES1201,goulier
RES1202,graix
RES1203,grand-ballon
RES1204,greolieres-les-neiges
RES1205,gresse-en-vercors
RES1206,hameau-des-bossons
RES1207,haut-asco
RES1208,hautacam
RES1209,hautes-navieres-le-valtin
RES1210,hauteville
RES1211,la-bonade-grand-combe-chateleu-val-de-morteau
RES1212,la-cernay-blanche-la-chaux-de-gilley
RES1213,la-combe-saint-pierre-charquemont
RES1214,la-croix-de-bauzon
RES1215,la-feclaz
RES1216,la-goulemont-miroir-maiche
RES1217,la-grave-la-meije
RES1218,la-jarjatte-lus-la-croix-haute
RES1219,la-loge-des-gardes
RES1220,la-pesse
RES1221,la-poya-vallorcine
RES1222,la-quillane
RES1223,la-sambuy-seythenex
RES1224,la-schlucht
RES1225,lac-blanc
RES1226,laguiole
RES1227,lajoux
RES1228,lans-en-vercors
RES1229,larcenaire-bussang
RES1230,laye
RES1231,le-chauffaud-val-de-morteau
RES1232,le-chazelet
RES1233,le-col-du-feu-lullin
RES1234,le-desert-dentremont
RES1235,le-frenz
RES1236,le-gaschney-petit-hohneck
RES1237,le-grand-valtin-ban-sur-meurthe-clefcy
RES1238,le-haut-du-tot-sapois
RES1239,le-larmont
RES1240,le-manon
RES1241,le-markstein
RES1242,le-poli-xonrupt-longemer
RES1243,le-reposoir-village
RES1244,le-reposoirchalet-neuf
RES1245,le-revard
RES1246,le-sappey-en-chartreuse
RES1247,le-schlumpf-dolleren
RES1248,le-tanet
RES1249,les-bagenelles-sainte-marie-aux-mines
RES1250,les-chosalets
RES1251,les-egaux
RES1252,les-fourgs
RES1253,les-gentianes-morbier
RES1254,les-marmousetsmassif-dorbe-bois-damont
RES1255,les-mont-dolmes
RES1256,les-moussieres
RES1257,les-plans-dhotonnes
RES1258,les-rafforts-hery-sur-ugine
RES1259,les-signaraux-la-motte-daveillans
RES1260,lispach-la-bresse
RES1261,loisinord-noeux-les-mines
RES1262,longchaumois-rosset
RES1263,massif-de-la-serra-lamoura
RES1264,massif-du-noirmont-les-rousses
RES1265,meix-musy-pierre-a-feu-val-de-morteau
RES1266,menthieres
RES1267,mezenc-les-estables
RES1268,mont-saxonnex
RES1269,mont-sereinmont-ventoux-nord
RES1270,mont-ventoux-sud
RES1271,montagne-de-lure
RES1272,montmin
RES1273,mouthe-massif-du-noirmont
RES1274,nasbinals
RES1275,nevache
RES1276,notre-dame-du-pre
RES1277,parc-de-loisirs-de-laigle-lans-en-vercors
RES1278,passy-plaine-joux
RES1279,payolle
RES1280,plainpalais
RES1281,planche-des-belles-filles
RES1282,plateau-de-beille
RES1283,pont-despagne-cauterets
RES1284,porte-de-la-giraude
RES1285,praboure-saint-antheme
RES1286,prat-peyrot-mont-aigoual
RES1287,puyvalador-rieutord
RES1288,rencurel
RES1289,ristolas
RES1290,rochejean
RES1291,romme-nancy-sur-cluses
RES1292,rouge-gazon
RES1293,saint-hilaire-du-touvet
RES1294,saint-michel-de-chaillol
RES1295,saint-nizier-du-moucherotte
RES1296,saint-urcize
RES1297,schnepfenried
RES1298,serre-eyraud-orcieres
RES1299,st-jean-de-sixt
RES1300,thanner-hubel
RES1301,val-darc-bessans
RES1302,val-dese
RES1303,val-doronaye-larche
RES1304,val-pelens
RES1305,valdrome
RES1306,vauplane-soleilhas
RES1307,ventron
RES1308,villar-darene
RES1309,Grandvalira – Pas de la Casa/Grau Roig/Soldeu/El Tarter/Canillo/Encamp
RES1310,. Pal/Arinsal – La Massana (Vallnord)
RES1311,Ordino Arcalís
RES1312,. Levi
RES1313,. Ylläs
RES1314,. Pyhä
RES1315,. Ruka
RES1316,. Ounasvaara – Rovaniemi
RES1317,aavasaksa
RES1318,alhovuori
RES1319,calpis
RES1320,ellivuori
RES1321,grani-backen-kauniainen
RES1322,haekaerinteet
RES1323,hasamaeki
RES1324,hervanta-mustavuori-tampere
RES1325,hiittenharju
RES1326,himos
RES1327,hirvensalo
RES1328,iso-syoete-pudasjaervi
RES1329,kalli
RES1330,kasurila
RES1331,kaustinen
RES1332,keinukallio
RES1333,kirintoevaara
RES1334,koeykkyri
RES1335,kokonniemi-porvoo
RES1336,korkeakangas
RES1337,laajis-laajavuori
RES1338,lakis
RES1339,lekotinmaeki
RES1340,loma-koli
RES1341,louekallio
RES1342,lumiparkki-kivikko
RES1343,luosto
RES1344,maarianrinteet
RES1345,meriteijo-ski
RES1346,messilae
RES1347,mielakka
RES1348,mustavaara
RES1349,myllymaeki
RES1350,olos
RES1351,paaminne
RES1352,paavorinteet
RES1353,paeaeskyvuori
RES1354,paljakka
RES1355,pallas
RES1356,parra
RES1357,peuramaa
RES1358,pikku-syoetesyoetekeskus
RES1359,puijon-rinteet
RES1360,pukkivuori
RES1361,purnuvuori
RES1362,putkijaervi
RES1363,pyolonrinteet
RES1364,raemaekkae
RES1365,riihivuori
RES1366,ritavalkea
RES1367,ruosniemi
RES1368,ruunarinteet
RES1369,saariselkae
RES1370,salla
RES1371,salomonkallio
RES1372,sappee
RES1373,saukkovaara
RES1374,savivuori-viitasaari
RES1375,serena
RES1376,simpsioe
RES1377,sotkanrinteet
RES1378,suomu
RES1379,sveitsin-hiihtokeskus-hyvinkaeae
RES1380,swinghill-solvalla-espoo
RES1381,tahko
RES1382,taivalvaara
RES1383,talma
RES1384,tornikeskus-klaukkalan
RES1385,tornimaeki-mikkeli
RES1386,ukko-koli
RES1387,ukkohalla
RES1388,uuperin-rinteet
RES1389,vatuski
RES1390,vierumaeki
RES1391,vihti-ski-center
RES1392,vuokatti
RES1393,vuorenmaa
RES1394, La Molina/Masella – Alp2500
RES1395, Baqueira/Beret
RES1396, Cerler
RES1397,Formigal
RES1398,sierra-nevada-pradollano
RES1399,boi-tauell
RES1400,port-del-comte
RES1401,panticosa
RES1402,espot-esqui
RES1403,candanchu
RES1404,astun
RES1405,valdezcaray
RES1406,port-aine
RES1407,la-pinilla
RES1408,valgrande-pajares
RES1409,alto-campoo
RES1410,valdesqui
RES1411,san-isidro-zona-cebolledo
RES1412,puerto-navacerrada
RES1413,la-covatilla-sierra-de-bejar
RES1414,el-morredero
RES1415,fuentes-de-invierno
RES1416,javalambre
RES1417,leitariegos
RES1418,lunada
RES1419,madrid-snow-zone
RES1420,manzaneda
RES1421,pleta-del-prat-tavascan
RES1422,punto-de-nieve-santa-ines
RES1423,pyrenees-heliski-vielha
RES1424,rasos-de-peguera
RES1425,safed-dara
RES1426,san-isidro-zona-salencias
RES1427,valdelinares-sierra-de-gudar
RES1428,vall-de-nuria
RES1429,vallter-2000
RES1430, Bansko
RES1431, Borovets
RES1432,. Pamporovo
RES1433,. Vitosha/Aleko – Sofia
RES1434,. Mechi Chal – Chepelare
RES1435,berkovitsa
RES1436,bodrostkartala
RES1437,dobrinishte
RES1438,gela
RES1439,govedartsi
RES1440,kulinoto
RES1441,malyovitsa
RES1442,momchilovtsi
RES1443,osogovo-mountain
RES1444,panichishte
RES1445,perelik
RES1446,razlog
RES1447,semkovo
RES1448,tsigov-chark
RES1449,uzana
RES1450, Kopaonik
RES1451,tornik-zlatibor
RES1452,stara-planina-babin-zub
RES1453,bojanine-vode-nis-suva-planina
RES1454,borici-sjenica
RES1455,crni-vrh-bor
RES1456,divcibare
RES1457,glibanj-sjenica
RES1458,goc
RES1459,golija-ivanjica
RES1460,golija-novi-pazar
RES1461,gucevo
RES1462,iver-tara
RES1463,jabuka-prijepolje
RES1464,kamenicki-vis-nis
RES1465,kaona-lucani
RES1466,kosutnjak-belgrade
RES1467,kraljevica-zajecar
RES1468,kusici-ivanjica
RES1469,lukovska-banja
RES1470,mackov-kamen-krupanj
RES1471,mitrovac-tara
RES1472,rajkovo-majdanpek
RES1473,vidlic-pirot
RES1474,zlatar
RES1475, Trysil
RES1476,Hemsedal
RES1477,. Hafjell
RES1478, Kvitfjell
RES1479,. Myrkdalen
RES1480,. Geilo
RES1481,. Hovden
RES1482,. Skeikampen – Gausdal
RES1483, Gaustablikk – Rjukan
RES1484,. Oslo – Tryvann (Skimore)
RES1485,. Gålå
RES1486,voss-resort
RES1487,oppdal
RES1488,. Beitostølen
RES1489,strandafjellet
RES1490,norefjell
RES1491,rauland-skisenterholtardalen
RES1492,gautefall
RES1493,bjorli
RES1494,vraadal
RES1495,vassfjellet-klaebutrondheim
RES1496,uvdal-alpinsenter
RES1497,tjoerhomfjelletaalsheia-skisenter-sirdal
RES1498,aadneram-skitrekk
RES1499,aal-skisenter
RES1500,aalen-skisenter
RES1501,aktiven-skiheis
RES1502,ankenesfjellet-ankenesstranda-narvik
RES1503,arena-overoeye-stordal
RES1504,biristrand
RES1505,bjoernestad
RES1506,bortelid
RES1507,breimsbygda-utvikfjellet
RES1508,brokke
RES1509,budor
RES1510,dagali-fjellpark
RES1511,dalseter-espedalen
RES1512,drammen-skisenter
RES1513,eikedalen
RES1514,eikerapen
RES1515,fagernessfjellet-narvik
RES1516,fidjeland
RES1517,finse-skisenter
RES1518,fjellhaugen-skisenter
RES1519,fonna-glacier-ski-resort
RES1520,fulufjellet
RES1521,furedalen-alpin-kvamskogen
RES1522,galdhoeppigen-sommerskisenter
RES1523,geilolia-kikut-geilo
RES1524,gjoevik
RES1525,golsfjellet
RES1526,grong
RES1527,hallingskarvet
RES1528,harpefossen
RES1529,haukelifjell-skisenter
RES1530,hodlekve-sogndal
RES1531,hoegevarde
RES1532,hummelfjell
RES1533,hurdal
RES1534,jerikobakken-oslo
RES1535,joelster-skisenter
RES1536,kirkerud
RES1537,knaben
RES1538,kolsaas-skisenter
RES1539,kongsberg-skisenter
RES1540,lemonsjoe-alpinsenter-jotunheimen
RES1541,lifjell
RES1542,ljosland-skisenter
RES1543,longyearbyen
RES1544,maalselv-fjellandsby
RES1545,meraaker-alpinsenter
RES1546,middagsaasen-skisenter
RES1547,moedalstrekket
RES1548,moesvatn-skipark
RES1549,nannestad-skisenter-asila
RES1550,nesbyen
RES1551,nordseter-skicenter
RES1552,oerskogfjellet-skisenter
RES1553,oersta-skisenter
RES1554,oslo-skisenter-grefsenkollen
RES1555,raudalen-alpinsenteret
RES1556,raulandsfjell-alpinsenter
RES1557,rena
RES1558,roeldal
RES1559,sauda-skisenter
RES1560,sjusjoeen
RES1561,skagahoegdi-gol
RES1562,skaidi
RES1563,skarslia
RES1564,skillevollen-mo-i-rana
RES1565,sogn-skisenter
RES1566,solheisen-skisenter
RES1567,spaatind-skisenter
RES1568,stavadalen-skisenter
RES1569,stavtjoern
RES1570,storefjell
RES1571,stryn-skisenter
RES1572,stryn-sommerski-tystigbreen
RES1573,sunnmoersalpane-skiarena-fjellseter
RES1574,svarstad
RES1575,sysendalen-eidfjord
RES1576,tromsoe
RES1577,tusten-molde
RES1578,tyin-filefjell
RES1579,valdres-alpinsenter
RES1580,varingskollen
RES1581,vaset
RES1582,veduchi
RES1583,venabygdsfjellet
RES1584,vestvatn
RES1585,vierli-skisenter
RES1586,volda-skisenter
RES1587, Åre
RES1588,. Hemavan
RES1589,. Idre Fjäll
RES1590,. Tandådalen/Hundfjället (Sälen)
RES1591,. Dundret Lapland – Gällivare
RES1592,. Lindvallen/Högfjället (Sälen)
RES1593,. Vemdalsskalet
RES1594, Riksgränsen
RES1595,. Tärnaby
RES1596, Fjällby – Björkliden
RES1597,taenndalen
RES1598,romme-alpin
RES1599,lofsdalen
RES1600,klaeppen
RES1601,branaes
RES1602,stoeten
RES1603,ramundberget
RES1604,bjoernrike
RES1605,kloevsjoestorhogna
RES1606,duvedtegefjaell
RES1607,funaesdalsberget
RES1608,bjursaas-ski-center
RES1609,aamaals-skicenter
RES1610,aarjaeng
RES1611,abisko
RES1612,aboda-klint-hoegsby
RES1613,agnaesbacken
RES1614,alebacken
RES1615,almaasaberget
RES1616,asbybacken-oesterbymo-asby-alpina
RES1617,baalsta-haabo
RES1618,bjoernberget
RES1619,borgafjaellen
RES1620,braentberget-umeaa
RES1621,brudarebacken-goeteborg
RES1622,bryngfjordsbacken
RES1623,bydalsfjaellen-bydalen
RES1624,dackestupet
RES1625,doemle-deje-forshaga
RES1626,edsaasdalen
RES1627,ekesberget
RES1628,falkfaangarfjaellet
RES1629,falkoeping-alpin
RES1630,fjaetervaalen
RES1631,flottsbro-alpin
RES1632,frykstabacken
RES1633,galtis-arjeplog
RES1634,gesundaberget
RES1635,getberget-fraensta
RES1636,graeftaavallen
RES1637,granberget-leksand
RES1638,groevelfjaell
RES1639,gruvbacken
RES1640,gustavsbergbacken-oestersund
RES1641,hallstabacken-sollefteaa
RES1642,hammarbybacken-stockholm
RES1643,hassela
RES1644,hoeglekardalen
RES1645,hovfjaellet-torsby
RES1646,idre-himmelfjaell
RES1647,isaberg-hestra
RES1648,jaervsoe
RES1649,kaabdalis
RES1650,kalhyttandammshoejden-filipstad
RES1651,kappruet
RES1652,kettilsaas
RES1653,kiruna
RES1654,kittelfjaell
RES1655,klimpfjaell
RES1656,kullstabackenelefantberget-hammarstrand
RES1657,kungsberget
RES1658,laangberget
RES1659,landsombergets
RES1660,lesjoefors
RES1661,litsbacken
RES1662,loevaasen-groevelsjoen
RES1663,mickeltemplets
RES1664,mullsjoe-alpin-center
RES1665,naesfjaellet-i-saelen
RES1666,nalovardo
RES1667,nolbybacken
RES1668,ombergsliden-vadstena
RES1669,orsa-groenklitt
RES1670,praestberget
RES1671,rackstadbacken-arvika
RES1672,raettviksbacken
RES1673,ragnhildsborgbacken-soedertaelje
RES1674,roenningen-i-braecke
RES1675,ruskola
RES1676,saefsen
RES1677,skaersjoevaalen
RES1678,skoenviksbacken
RES1679,stenkaellegaarden
RES1680,stora-blaasjoen
RES1681,storklinten
RES1682,storlien
RES1683,storstenshoejden
RES1684,sundsvall-sidsjoebacken
RES1685,sundsvall-soedra-berget
RES1686,sunne
RES1687,svanstein
RES1688,svedjebacken
RES1689,taasjoeberget
RES1690,taennaeskroeket
RES1691,taenndalsvallen
RES1692,tolvmannabacken
RES1693,trillevallen
RES1694,ulricehamn
RES1695,vaalaadalens-fjaellstation
RES1696,vaangabacken
RES1697,vaardkasen-haernoesand
RES1698,valbergsbacken-torsby
RES1699,valfjaellet
RES1700,vallaasen
RES1701,vargen
RES1702,vettenbacken-liden
RES1703,vittjaakk
RES1704,waesabergen
RES1705,Jasná Nízke Tatry – Chopok
RES1706,. Tatranská Lomnica
RES1707,. Donovaly (Park Snow)
RES1708,. Štrbské Pleso
RES1709,vratna
RES1710,velka-raca
RES1711,ruzomberok-skipark
RES1712,meander-skipark-oravice
RES1713,bachledovajezerskofrankova
RES1714,bacova-roven-vysna-boca
RES1715,bane-jakubovany
RES1716,bezovec
RES1717,biele-vodydedinky-mlynky
RES1718,brodok-porac
RES1719,buce-rencisov
RES1720,bucnik-polomka
RES1721,certov
RES1722,certovica
RES1723,chlmec-skipark
RES1724,chvatimech-valaska
RES1725,cicmany
RES1726,cierny-balog
RES1727,danova-medzilaborce
RES1728,dobsinska-masa
RES1729,drienica
RES1730,drozdovo-nova-bana
RES1731,fackovske-sedlo
RES1732,frickovce
RES1733,gugel-mlynky
RES1734,homolka-valaska-bela
RES1735,hronec-hlobisov
RES1736,jahodna
RES1737,jakubkova-luka
