Resort ID,Resort Name,Continent,Country,State/Province,Country Code
780, Speikboden – Skiworld Ahrntal,Europe,Italy,Trentino-Alto Adige (Trentino-Sudtirol),IT
781, Passo San Pellegrino/Falcade,Europe,Italy,Trentino-Alto Adige (Trentino-Sudtirol),IT
782, Belvedere/Col Rodella/Ciampac/Buffaure – Canazei/Campitello/Alba/Pozza di Fassa,Europe,Italy,Trentino-Alto Adige (Trentino-Sudtirol),IT
783,Via Lattea – Sestriere/Sauze d’Oulx/San Sicario/Claviere/Montgenèvre,Europe,Italy,Piedmont (Piemonte),IT
784,. Paganella – Andalo,Europe,Italy,Trentino-Alto Adige (Trentino-Sudtirol),IT
785,Arabba/Marmolada,Europe,Italy,Venetia (Veneto),IT
786,. San Martino di Castrozza,Europe,Italy,Trentino-Alto Adige (Trentino-Sudtirol),IT
787,. Racines-Giovo (Ratschings-Jaufen)/Malga Calice (Kalcheralm),Europe,Italy,Trentino-Alto Adige (Trentino-Sudtirol),IT
788,. Folgaria/Fiorentini,Europe,Italy,Trentino-Alto Adige (Trentino-Sudtirol),IT
789,. Civetta – Alleghe/Selva di Cadore/Palafavera/Zoldo,Europe,Italy,Venetia (Veneto),IT
790, Plose – Brixen (Bressanone),Europe,Italy,Trentino-Alto Adige (Trentino-Sudtirol),IT
791,Alagna Valsesia/Gressoney-La-Trinité/Champoluc/Frachey (Monterosa Ski),Europe,Italy,Aosta Valley (Valle d'Aosta),IT
792,Cortina d'Ampezzo,Europe,Italy,Venetia (Veneto),IT
793,. Alpe Lusia – Moena/Bellamonte,Europe,Italy,Trentino-Alto Adige (Trentino-Sudtirol),IT
794,. Ladurns,Europe,Italy,Trentino-Alto Adige (Trentino-Sudtirol),IT
795,. Monte Bondone,Europe,Italy,Trentino-Alto Adige (Trentino-Sudtirol),IT
796,. Alpe Cermis – Cavalese,Europe,Italy,Trentino-Alto Adige (Trentino-Sudtirol),IT
797,. Rosskopf (Monte Cavallo) – Sterzing (Vipiteno),Europe,Italy,Trentino-Alto Adige (Trentino-Sudtirol),IT
798,. Pejo 3000,Europe,Italy,Trentino-Alto Adige (Trentino-Sudtirol),IT
799,. Catinaccio/Ciampedie – Vigo di Fassa/Pera di Fassa,Europe,Italy,Trentino-Alto Adige (Trentino-Sudtirol),IT
800,. Meran 2000,Europe,Italy,Trentino-Alto Adige (Trentino-Sudtirol),IT
801, Val Senales Glacier (Schnalstaler Gletscher),Europe,Italy,Trentino-Alto Adige (Trentino-Sudtirol),IT
802, Schwemmalm,Europe,Italy,Trentino-Alto Adige (Trentino-Sudtirol),IT
803, Sulden am Ortler (Solda all'Ortles),Europe,Italy,Trentino-Alto Adige (Trentino-Sudtirol),IT
804,. Reinswald (San Martino in Sarentino),Europe,Italy,Trentino-Alto Adige (Trentino-Sudtirol),IT
805,. Pfelders (Moos in Passeier),Europe,Italy,Trentino-Alto Adige (Trentino-Sudtirol),IT
806,bardonecchia,Europe,Italy,Piedmont (Piemonte),IT
807,alto-sangro-roccarasorivisondoli,Europe,Italy,Abruzzo,IT
808,. Watles – Malles Venosta (Mals),Europe,Italy,Trentino-Alto Adige (Trentino-Sudtirol),IT
809, Bormio – Cima Bianca,Europe,Italy,Lombardy,IT
810,mondole-ski-artesinafrabosa-sopranaprato-nevoso,Europe,Italy,Piedmont (Piemonte),IT
811,. Lavarone,Europe,Italy,Trentino-Alto Adige (Trentino-Sudtirol),IT
812,aprica,Europe,Italy,Lombardy,IT
813,riserva-bianca-limone-piemonte,Europe,Italy,Piedmont (Piemonte),IT
814,pila,Europe,Italy,Aosta Valley (Valle d'Aosta),IT
815,cimone-montecretosestolale-polle,Europe,Italy,Emilia-Romagna,IT
816,. Santa Caterina Valfurva,Europe,Italy,Lombardy,IT
817,valchiavenna-madesimocampodolcino,Europe,Italy,Lombardy,IT
818,san-domenico-alpe-ciamporino,Europe,Italy,Piedmont (Piemonte),IT
819,courmayeur-checrouitval-veny,Europe,Italy,Aosta Valley (Valle d'Aosta),IT
820,abetoneval-di-luce,Europe,Italy,Tuscany (Toscana),IT
821,pragelato,Europe,Italy,Piedmont (Piemonte),IT
822,campo-felice-rocca-di-cambio,Europe,Italy,Abruzzo,IT
823,zoncolan-ravasclettosutrio,Europe,Italy,Friuli-Venezia Giulia,IT
824,tarvisio-monte-lussari,Europe,Italy,Friuli-Venezia Giulia,IT
825,piani-di-bobbio,Europe,Italy,Lombardy,IT
826,montecampione-alpiazprato-secondinoplan-di-montecampione,Europe,Italy,Lombardy,IT
827,. San Vito di Cadore,Europe,Italy,Venetia (Veneto),IT
828,valmalenco-alpe-palu,Europe,Italy,Lombardy,IT
829,torgnon,Europe,Italy,Aosta Valley (Valle d'Aosta),IT
830,sangiacomocardini-monte-alpet,Europe,Italy,Piedmont (Piemonte),IT
831,rittner-horn-corno-del-renon-ritten-renon,Europe,Italy,Trentino-Alto Adige (Trentino-Sudtirol),IT
832,piana-di-vigezzo-craveggiasanta-maria-maggiore,Europe,Italy,Piedmont (Piemonte),IT
833,padola-ski-area-comelico,Europe,Italy,Trentino-Alto Adige (Trentino-Sudtirol),IT
834,monte-magnola-ovindoli,Europe,Italy,Abruzzo,IT
835,macugnaga,Europe,Italy,Piedmont (Piemonte),IT
836,lorica,Europe,Italy,Calabria,IT
837,lagazuoi5-torri-passo-giaupasso-falzarego,Europe,Italy,Venetia (Veneto),IT
838,foppolocarona-brembo-ski,Europe,Italy,Lombardy,IT
839,champorcher,Europe,Italy,Aosta Valley (Valle d'Aosta),IT
840,antagnod,Europe,Italy,Aosta Valley (Valle d'Aosta),IT
841,. Passo dello Stelvio (Stelvio Pass),Europe,Italy,Lombardy,IT
842,baranci-haunold-san-candido-innichen,Europe,Italy,Trentino-Alto Adige (Trentino-Sudtirol),IT
843,prati-di-tivo,Europe,Italy,Abruzzo,IT
844,piancavallo,Europe,Italy,Friuli-Venezia Giulia,IT
845,passo-maniva,Europe,Italy,Lombardy,IT
846,gressoney-saint-jean-weissmatten,Europe,Italy,Aosta Valley (Valle d'Aosta),IT
847,gran-sasso-campo-imperatore,Europe,Italy,Abruzzo,IT
848,forni-di-sopra,Europe,Italy,Friuli-Venezia Giulia,IT
849,crissolo-monviso,Europe,Italy,Piedmont (Piemonte),IT
850,crevacol,Europe,Italy,Aosta Valley (Valle d'Aosta),IT
851,cima-piazzisan-colombano-isolacciaoga,Europe,Italy,Lombardy,IT
852,campitello-matese,Europe,Italy,Molise,IT
853,altopiano-di-brentonico-polsasan-valentino,Europe,Italy,Trentino-Alto Adige (Trentino-Sudtirol),IT
854,alpe-del-nevegal,Europe,Italy,Venetia (Veneto),IT
855,spiazzi-di-gromo,Europe,Italy,Lombardy,IT
856,sappada,Europe,Italy,Venetia (Veneto),IT
857,sampeyre,Europe,Italy,Piedmont (Piemonte),IT
858,pian-mune-paesana,Europe,Italy,Piedmont (Piemonte),IT
859,pescasseroli,Europe,Italy,Abruzzo,IT
860,panarotta-2002-valsugana,Europe,Italy,Trentino-Alto Adige (Trentino-Sudtirol),IT
861,monte-verena-mezzaselva-di-roana,Europe,Italy,Venetia (Veneto),IT
862,lizzola,Europe,Italy,Lombardy,IT
863,laceno-bagnoli-irpino,Europe,Italy,Campania,IT
864,corno-alle-scale-lizzano-in-belvedere,Europe,Italy,Emilia-Romagna,IT
865,colere,Europe,Italy,Lombardy,IT
866,chiomonte-frais,Europe,Italy,Piedmont (Piemonte),IT
867,campo-stella-leonessa,Europe,Italy,Lazio,IT
868,bielmonte,Europe,Italy,Piedmont (Piemonte),IT
869,auronzo-di-cadore-monte-agudo,Europe,Italy,Venetia (Veneto),IT
870,argentera,Europe,Italy,Piedmont (Piemonte),IT
871,alpe-di-mera-scopello,Europe,Italy,Piedmont (Piemonte),IT
872,. Vigiljoch (Monte San Vigilio) – Lana,Europe,Italy,Trentino-Alto Adige (Trentino-Sudtirol),IT
873,. Feldthurns (Velturno),Europe,Italy,Trentino-Alto Adige (Trentino-Sudtirol),IT
874,ala-di-stura,Europe,Italy,Piedmont (Piemonte),IT
875,alpe-cainallo-esino-lario,Europe,Italy,Lombardy,IT
876,alpe-cialma-locana,Europe,Italy,Piedmont (Piemonte),IT
877,alpe-devero-baceno,Europe,Italy,Piedmont (Piemonte),IT
878,alpe-teglio-prato-valentino,Europe,Italy,Lombardy,IT
879,alpette,Europe,Italy,Piedmont (Piemonte),IT
880,antermoia-san-martin-de-tor,Europe,Italy,Trentino-Alto Adige (Trentino-Sudtirol),IT
881,arabba,Europe,Italy,Venetia (Veneto),IT
882,arioso-sasso-di-castalda,Europe,Italy,Basilicata,IT
883,bagolino,Europe,Italy,Lombardy,IT
884,balme-di-lanzo,Europe,Italy,Piedmont (Piemonte),IT
885,barco-del-sangro,Europe,Italy,Lazio,IT
886,bellino,Europe,Italy,Piedmont (Piemonte),IT
887,biancoia-conco,Europe,Italy,Venetia (Veneto),IT
888,bolbeno,Europe,Italy,Trentino-Alto Adige (Trentino-Sudtirol),IT
889,borno-monte-altissimo,Europe,Italy,Lombardy,IT
890,bruncu-spina,Europe,Italy,Sardinia (Sardegna),IT
891,brusson-estoul,Europe,Italy,Aosta Valley (Valle d'Aosta),IT
892,caldirola-monte-gropa,Europe,Italy,Piedmont (Piemonte),IT
893,camigliatello-silano,Europe,Italy,Calabria,IT
894,campigna-montefalco,Europe,Italy,Emilia-Romagna,IT
895,campo-catino,Europe,Italy,Lazio,IT
896,campo-di-giove-majella-occidentale,Europe,Italy,Abruzzo,IT
897,campo-rotondo-cappadocia,Europe,Italy,Abruzzo,IT
898,campo-staffi,Europe,Italy,Lazio,IT
899,capracotta,Europe,Italy,Molise,IT
900,careggine-alpi-apuane-monte-la-cima,Europe,Italy,Tuscany (Toscana),IT
901,castiglione-di-garfagnana,Europe,Italy,Tuscany (Toscana),IT
902,ceresole-reale,Europe,Italy,Piedmont (Piemonte),IT
903,cerreto-laghi,Europe,Italy,Emilia-Romagna,IT
904,chamois,Europe,Italy,Aosta Valley (Valle d'Aosta),IT
905,chanavey,Europe,Italy,Aosta Valley (Valle d'Aosta),IT
906,cima-ekar,Europe,Italy,Venetia (Veneto),IT
907,cogne-gran-paradiso,Europe,Italy,Aosta Valley (Valle d'Aosta),IT
908,cogolo,Europe,Italy,Trentino-Alto Adige (Trentino-Sudtirol),IT
909,colle-de-lys,Europe,Italy,Piedmont (Piemonte),IT
910,colle-di-joux,Europe,Italy,Aosta Valley (Valle d'Aosta),IT
911,conca-dellalben,Europe,Italy,Lombardy,IT
912,conserva-di-lauria,Europe,Italy,Basilicata,IT
913,croce-daune-monte-avena,Europe,Italy,Venetia (Veneto),IT
914,crodo,Europe,Italy,Piedmont (Piemonte),IT
915,doganaccia-2000-cutigliano,Europe,Italy,Tuscany (Toscana),IT
916,domobianca,Europe,Italy,Piedmont (Piemonte),IT
917,doues,Europe,Italy,Aosta Valley (Valle d'Aosta),IT
918,edolo,Europe,Italy,Lombardy,IT
919,emarsee,Europe,Italy,Piedmont (Piemonte),IT
920,entracque,Europe,Italy,Piedmont (Piemonte),IT
921,eremo-di-monte-carpegna,Europe,Italy,Marche,IT
922,etna-nord-linguaglossa,Europe,Italy,Sicily,IT
923,etna-southnicolosi,Europe,Italy,Sicily,IT
924,etroubles,Europe,Italy,Aosta Valley (Valle d'Aosta),IT
925,febbio-2000-monte-cusna,Europe,Italy,Emilia-Romagna,IT
926,fiumalbo-doccia,Europe,Italy,Emilia-Romagna,IT
927,forca-canapine,Europe,Italy,Marche,IT
928,frosinone,Europe,Italy,Lazio,IT
929,funes-villnoess,Europe,Italy,Trentino-Alto Adige (Trentino-Sudtirol),IT
930,furkel-trafoi-stilfs,Europe,Italy,Trentino-Alto Adige (Trentino-Sudtirol),IT
931,gambarie-daspromonte,Europe,Italy,Calabria,IT
932,garessio-2000,Europe,Italy,Piedmont (Piemonte),IT
933,gasse-ridnaun,Europe,Italy,Trentino-Alto Adige (Trentino-Sudtirol),IT
934,haider-alm-st-valentin-auf-der-haide-san-valentino-alla-muta,Europe,Italy,Trentino-Alto Adige (Trentino-Sudtirol),IT
935,jara-park-fontaniva,Europe,Italy,Venetia (Veneto),IT
936,jochgrimm-passo-oclini,Europe,Italy,Trentino-Alto Adige (Trentino-Sudtirol),IT
937,kaberlaba,Europe,Italy,Venetia (Veneto),IT
938,la-baitina,Europe,Italy,Piedmont (Piemonte),IT
939,la-magdeleine,Europe,Italy,Aosta Valley (Valle d'Aosta),IT
940,lagdeilago-santo-corniglio,Europe,Italy,Emilia-Romagna,IT
941,lagoraipasso-brocon-castello-tesino,Europe,Italy,Trentino-Alto Adige (Trentino-Sudtirol),IT
942,lastaro,Europe,Italy,Venetia (Veneto),IT
943,linta,Europe,Italy,Venetia (Veneto),IT
944,luesen-luson,Europe,Italy,Trentino-Alto Adige (Trentino-Sudtirol),IT
945,lurisia-monte-pigna,Europe,Italy,Piedmont (Piemonte),IT
946,lusiana,Europe,Italy,Venetia (Veneto),IT
947,majelletta,Europe,Italy,Abruzzo,IT
948,malga-san-giorgio,Europe,Italy,Venetia (Veneto),IT
949,malga-varena-passo-lavaze,Europe,Italy,Trentino-Alto Adige (Trentino-Sudtirol),IT
950,marinzen-castelrotto-kastelruth,Europe,Italy,Trentino-Alto Adige (Trentino-Sudtirol),IT
951,marsia-tagliacozzo,Europe,Italy,Abruzzo,IT
952,maseben-langtaufers-vallelunga,Europe,Italy,Trentino-Alto Adige (Trentino-Sudtirol),IT
953,melette-2000-gallio,Europe,Italy,Venetia (Veneto),IT
954,mendelpass-monte-roen,Europe,Italy,Trentino-Alto Adige (Trentino-Sudtirol),IT
955,misurina-passo-tre-croci,Europe,Italy,Venetia (Veneto),IT
956,monesi-di-triora,Europe,Italy,Liguria,IT
957,montagna-grande-di-viggiano,Europe,Italy,Basilicata,IT
958,monte-amiata,Europe,Italy,Tuscany (Toscana),IT
959,monte-baldo-malcesinepra-alpesina,Europe,Italy,Trentino-Alto Adige (Trentino-Sudtirol),IT
960,monte-bianco-courmayeur,Europe,Italy,Aosta Valley (Valle d'Aosta),IT
961,monte-bue-santo-stefano-daveto,Europe,Italy,Liguria,IT
962,monte-fumaiolo-le-balze,Europe,Italy,Emilia-Romagna,IT
963,monte-livata-subiaco-monna-dellorso,Europe,Italy,Lazio,IT
964,monte-piselli-san-giacomo,Europe,Italy,Abruzzo,IT
965,monte-poieto-aviatico,Europe,Italy,Lombardy,IT
966,monte-pora,Europe,Italy,Lombardy,IT
967,monte-prata-castelsantangelo-sul-nera,Europe,Italy,Marche,IT
968,monte-sirino,Europe,Italy,Basilicata,IT
969,monte-spada,Europe,Italy,Sardinia (Sardegna),IT
970,monte-terminillo,Europe,Italy,Lazio,IT
971,monte-volturino,Europe,Italy,Basilicata,IT
972,monte-zovetto-cesuna,Europe,Italy,Venetia (Veneto),IT
973,monti-del-sole,Europe,Italy,Venetia (Veneto),IT
974,mosso-e-vallanzengo,Europe,Italy,Piedmont (Piemonte),IT
975,mottarone,Europe,Italy,Piedmont (Piemonte),IT
976,nova-ponente-deutschnofen,Europe,Italy,Trentino-Alto Adige (Trentino-Sudtirol),IT
977,ollomont,Europe,Italy,Aosta Valley (Valle d'Aosta),IT
978,oropa-biella,Europe,Italy,Piedmont (Piemonte),IT
979,osimo,Europe,Italy,Italy,IT
980,ospitaletto,Europe,Italy,Emilia-Romagna,IT
981,palit-valchiusella-traversella,Europe,Italy,Piedmont (Piemonte),IT
982,palot-pisogne,Europe,Italy,Lombardy,IT
983,passo-cereda,Europe,Italy,Trentino-Alto Adige (Trentino-Sudtirol),IT
984,passo-fedaia-pian-dei-fiacconi-marmolada,Europe,Italy,Trentino-Alto Adige (Trentino-Sudtirol),IT
985,passo-forcora-monte-cadrigna,Europe,Italy,Lombardy,IT
986,passo-godi-scanno,Europe,Italy,Abruzzo,IT
987,passo-lanciano,Europe,Italy,Abruzzo,IT
988,passo-penice,Europe,Italy,Emilia-Romagna,IT
989,passo-rolle-rolle-pass,Europe,Italy,Trentino-Alto Adige (Trentino-Sudtirol),IT
990,passo-san-leonardo,Europe,Italy,Abruzzo,IT
991,payel-di-valsavarenche-degioz,Europe,Italy,Aosta Valley (Valle d'Aosta),IT
992,pescegallo-valgerola,Europe,Italy,Lombardy,IT
993,petersberg-monte-s-pietro-nova-ponente-deutschnofen,Europe,Italy,Trentino-Alto Adige (Trentino-Sudtirol),IT
994,pian-del-falco-sestola,Europe,Italy,Emilia-Romagna,IT
995,pian-del-poggio-monte-chiappo,Europe,Italy,Lombardy,IT
996,pian-delle-betulle-margno,Europe,Italy,Lombardy,IT
997,pian-di-sole,Europe,Italy,Piedmont (Piemonte),IT
998,pian-neiretto,Europe,Italy,Piedmont (Piemonte),IT
999,piane-di-mocogno,Europe,Italy,Emilia-Romagna,IT
1000,pianeta-neve-piampratovalprato-soana,Europe,Italy,Piedmont (Piemonte),IT
1001,piani-di-artavaggio-moggio,Europe,Italy,Lombardy,IT
1002,piano-battaglia,Europe,Italy,Sicily,IT
1003,piazzatorre,Europe,Italy,Lombardy,IT
1004,pichl-gsies,Europe,Italy,Trentino-Alto Adige (Trentino-Sudtirol),IT
1005,pievepelago-santannapelago,Europe,Italy,Emilia-Romagna,IT
1006,pintura-bolognola,Europe,Italy,Marche,IT
1007,piobbico,Europe,Italy,Marche,IT
1008,pizzoferrato-valle-di-solegamberale,Europe,Italy,Abruzzo,IT
1009,pontechianale,Europe,Italy,Piedmont (Piemonte),IT
1010,pradibosco-prato-carnico,Europe,Italy,Friuli-Venezia Giulia,IT
1011,pradis-ci-bedollo,Europe,Italy,Trentino-Alto Adige (Trentino-Sudtirol),IT
1012,prags-braies,Europe,Italy,Trentino-Alto Adige (Trentino-Sudtirol),IT
1013,prali,Europe,Italy,Piedmont (Piemonte),IT
1014,prati-di-mezzo-picinisco,Europe,Italy,Lazio,IT
1015,prato-selva,Europe,Italy,Abruzzo,IT
1016,pratospilla,Europe,Italy,Emilia-Romagna,IT
1017,predaia-coredo,Europe,Italy,Trentino-Alto Adige (Trentino-Sudtirol),IT
1018,presolana,Europe,Italy,Lombardy,IT
1019,recoaro-mille,Europe,Italy,Venetia (Veneto),IT
1020,rein-in-taufers-riva-di-tures,Europe,Italy,Trentino-Alto Adige (Trentino-Sudtirol),IT
1021,rhemes-notre-dame,Europe,Italy,Aosta Valley (Valle d'Aosta),IT
1022,rienz-toblach-dobbiaco,Europe,Italy,Trentino-Alto Adige (Trentino-Sudtirol),IT
1023,riepenlift-antholz-mittertal-anterselva-di-mezzo,Europe,Italy,Trentino-Alto Adige (Trentino-Sudtirol),IT
1024,rucas-di-bagnolo,Europe,Italy,Piedmont (Piemonte),IT
1025,ruffre-monte-nock,Europe,Italy,Trentino-Alto Adige (Trentino-Sudtirol),IT
1026,san-simone-brembo-ski,Europe,Italy,Lombardy,IT
1027,sarena,Europe,Italy,Sardinia (Sardegna),IT
1028,sassotetto-santa-maria-maddalena,Europe,Italy,Marche,IT
1029,sauris,Europe,Italy,Friuli-Venezia Giulia,IT
1030,scanno-monte-rotondo,Europe,Italy,Abruzzo,IT
1031,schia-monte-caio,Europe,Italy,Emilia-Romagna,IT
1032,schilpario,Europe,Italy,Lombardy,IT
1033,sellata,Europe,Italy,Basilicata,IT
1034,selvarotonda-cittareale,Europe,Italy,Lazio,IT
1035,selvino,Europe,Italy,Lombardy,IT
1036,separadorgiu,Europe,Italy,Sardinia (Sardegna),IT
1037,st-gree-di-viola,Europe,Italy,Piedmont (Piemonte),IT
1038,st-magdalena-gsiesvalle-di-casies,Europe,Italy,Trentino-Alto Adige (Trentino-Sudtirol),IT
1039,st-oyen-flassin,Europe,Italy,Aosta Valley (Valle d'Aosta),IT
1040,taisten-tesido,Europe,Italy,Trentino-Alto Adige (Trentino-Sudtirol),IT
1041,tarscher-alm-malga-di-tarres-latsch-laces,Europe,Italy,Trentino-Alto Adige (Trentino-Sudtirol),IT
1042,terenten-terento,Europe,Italy,Trentino-Alto Adige (Trentino-Sudtirol),IT
1043,usseglio-pian-benot,Europe,Italy,Piedmont (Piemonte),IT
1044,ussita,Europe,Italy,Marche,IT
1045,val-formazza,Europe,Italy,Piedmont (Piemonte),IT
1046,val-formica-cima-larici,Europe,Italy,Venetia (Veneto),IT
1047,val-maron-enego-2000,Europe,Italy,Venetia (Veneto),IT
1048,val-susa-heliski,Europe,Italy,Piedmont (Piemonte),IT
1049,valbella-di-gallio-sisemol,Europe,Italy,Venetia (Veneto),IT
1050,valgrisenche,Europe,Italy,Aosta Valley (Valle d'Aosta),IT
1051,valle-divedro,Europe,Italy,Piedmont (Piemonte),IT
1052,vallefura-pescocostanzo,Europe,Italy,Abruzzo,IT
1053,valpelline-ollomont-heliski-grand-combin,Europe,Italy,Aosta Valley (Valle d'Aosta),IT
1054,ventasso-laghi-ramiseto,Europe,Italy,Emilia-Romagna,IT
1055,villaggio-palumbo,Europe,Italy,Calabria,IT
1056,weissenbach-alpinwellt,Europe,Italy,Trentino-Alto Adige (Trentino-Sudtirol),IT
1057,zum-zeri-passo-dei-due-santi,Europe,Italy,Tuscany (Toscana),IT
1058,Les 3 Vallées – Val Thorens/Les Menuires/Méribel/Courchevel,Europe,France,Auvergne-Rhone-Alpes,FR
1059,Tignes/Val d'Isère,Europe,France,Auvergne-Rhone-Alpes,FR
1060,Serre Chevalier – Briançon/Chantemerle/Villeneuve-la-Salle/Le Monêtier-les-Bains,Europe,France,Provence-Alpes-Cote d'Azur,FR
1061,La Plagne (Paradiski),Europe,France,Auvergne-Rhone-Alpes,FR
1062,Les 2 Alpes,Europe,France,Auvergne-Rhone-Alpes,FR
1063,Saint-Lary-Soulan,Europe,France,Occitania,FR
1064,Alpe d'Huez,Europe,France,Auvergne-Rhone-Alpes,FR
1065,Megève/Saint-Gervais,Europe,France,Auvergne-Rhone-Alpes,FR
1066,Les Arcs/Peisey-Vallandry (Paradiski),Europe,France,Auvergne-Rhone-Alpes,FR
1067,Le Grand Massif – Flaine/Les Carroz/Morillon/Samoëns/Sixt,Europe,France,Auvergne-Rhone-Alpes,FR
1068, Espace Diamant – Les Saisies/Notre-Dame-de-Bellecombe/Praz sur Arly/Flumet/Crest-Voland,Europe,France,Auvergne-Rhone-Alpes,FR
1069, Les Angles,Europe,France,Occitania,FR
1070, Peyragudes,Europe,France,Occitania,FR
1071, Les Sybelles – Le Corbier/La Toussuire/Les Bottières/St Colomban des Villards/St Sorlin/St Jean d’Arves,Europe,France,Auvergne-Rhone-Alpes,FR
1072,varsrisoul-la-foret-blanche,Europe,France,Provence-Alpes-Cote d'Azur,FR
1073,le-grand-domaine-valmoreldoucycelliersst-francois-longchamp,Europe,France,Auvergne-Rhone-Alpes,FR
1074,galibier-thabor-valmeiniervalloire,Europe,France,Auvergne-Rhone-Alpes,FR
1075,espace-san-bernardo-la-rosierela-thuile,Europe,France,Auvergne-Rhone-Alpes,FR
1076,val-cenis-lanslevillardlanslebourgtermignon,Europe,France,Auvergne-Rhone-Alpes,FR
1077,les-contamineshauteluce,Europe,France,Auvergne-Rhone-Alpes,FR
1078,les-7-laux-prapoutelle-pleynetpipay,Europe,France,Auvergne-Rhone-Alpes,FR
1079,la-clusazmanigod,Europe,France,Auvergne-Rhone-Alpes,FR
1080,espace-villard-correncon-villard-de-lanscorrencon-en-vercors,Europe,France,Auvergne-Rhone-Alpes,FR
1081,espace-lumiere-pra-loupval-dallos,Europe,France,Provence-Alpes-Cote d'Azur,FR
1082, Isola 2000,Europe,France,Provence-Alpes-Cote d'Azur,FR
1083,. Les Houches/Saint-Gervais – Prarion/Bellevue (Chamonix),Europe,France,Auvergne-Rhone-Alpes,FR
1084,Brévent/Flégère (Chamonix),Europe,France,Auvergne-Rhone-Alpes,FR
1085, Grand Tourmalet/Pic du Midi – La Mongie/Barèges,Europe,France,Occitania,FR
1086, Auron (Saint-Etienne-de-Tinée),Europe,France,Provence-Alpes-Cote d'Azur,FR
1087,orcieres-merlette-1850,Europe,France,Provence-Alpes-Cote d'Azur,FR
1088,les-orres,Europe,France,Provence-Alpes-Cote d'Azur,FR
1089,devoluy-superdevoluyla-joue-du-loup,Europe,France,Provence-Alpes-Cote d'Azur,FR
1090,chamrousse,Europe,France,Auvergne-Rhone-Alpes,FR
1091,Grands Montets – Argentière (Chamonix),Europe,France,Auvergne-Rhone-Alpes,FR
1092,valfrejus,Europe,France,Auvergne-Rhone-Alpes,FR
1093,puy-saint-vincent,Europe,France,Provence-Alpes-Cote d'Azur,FR
1094,les-portes-du-mont-blanc-comblouxmegeve-le-jailletla-giettaz,Europe,France,Auvergne-Rhone-Alpes,FR
1095,le-grand-bornand,Europe,France,Auvergne-Rhone-Alpes,FR
1096,ax-3-domaines-ax-les-thermes,Europe,France,Occitania,FR
1097,valbergbeuil-les-launes,Europe,France,Provence-Alpes-Cote d'Azur,FR
1098,piau-engaly,Europe,France,Occitania,FR
1099,la-norma,Europe,France,Auvergne-Rhone-Alpes,FR
1100,super-sauze,Europe,France,Provence-Alpes-Cote d'Azur,FR
1101,sainte-foy-tarentaise,Europe,France,Auvergne-Rhone-Alpes,FR
1102,luz-ardiden,Europe,France,Occitania,FR
1103,les-karellis,Europe,France,Auvergne-Rhone-Alpes,FR
1104,aussois,Europe,France,Auvergne-Rhone-Alpes,FR
1105,areches-beaufort,Europe,France,Auvergne-Rhone-Alpes,FR
1106,st-jean-montclar,Europe,France,Provence-Alpes-Cote d'Azur,FR
1107,porte-puymorens,Europe,France,Occitania,FR
1108,le-seignus,Europe,France,Provence-Alpes-Cote d'Azur,FR
1109,le-lioran,Europe,France,Auvergne-Rhone-Alpes,FR
1110,gourette-eaux-bonnes,Europe,France,New Aquitaine (Nouvelle-Aquitaine),FR
1111,font-romeubolquere-pyrenees-2000,Europe,France,Occitania,FR
1112,thollon-les-memises,Europe,France,Auvergne-Rhone-Alpes,FR
1113,st-pierre-de-chartreuse-le-planolet,Europe,France,Auvergne-Rhone-Alpes,FR
1114,praz-de-lyssommand-taningesmieussy,Europe,France,Auvergne-Rhone-Alpes,FR
1115,le-lys-cauterets,Europe,France,Occitania,FR
1116,lelexcrozet,Europe,France,Auvergne-Rhone-Alpes,FR
1117,hirmentazles-haberes-bellevauxhabere-poche,Europe,France,Auvergne-Rhone-Alpes,FR
1118,alpe-du-grand-serre-la-morte,Europe,France,Auvergne-Rhone-Alpes,FR
1119,superbesse-puy-de-sancy,Europe,France,Auvergne-Rhone-Alpes,FR
1120,roc-denfer-st-jean-daulps-la-grande-terchebellevaux-la-chevrerie,Europe,France,Auvergne-Rhone-Alpes,FR
1121,pralognan-la-vanoise,Europe,France,Auvergne-Rhone-Alpes,FR
1122,metabief,Europe,France,Bourgogne-Franche-Comte,FR
1123,luchon-superbagneres,Europe,France,Occitania,FR
1124,les-brasses,Europe,France,Auvergne-Rhone-Alpes,FR
1125,le-mont-dore,Europe,France,Auvergne-Rhone-Alpes,FR
1126,le-collet-dallevard,Europe,France,Auvergne-Rhone-Alpes,FR
1127,la-colmiane,Europe,France,Provence-Alpes-Cote d'Azur,FR
1128,guzet,Europe,France,Occitania,FR
1129,gerardmer-la-mauselaine,Europe,France,Grand-Est,FR
1130,bonneval-sur-arc,Europe,France,Auvergne-Rhone-Alpes,FR
1131,balmeles-autannes-vallorcinele-tour,Europe,France,Auvergne-Rhone-Alpes,FR
1132,artouste,Europe,France,New Aquitaine (Nouvelle-Aquitaine),FR
1133,abries,Europe,France,Provence-Alpes-Cote d'Azur,FR
1134,sainte-anne-la-condamine-la-condamine-chatelard,Europe,France,Provence-Alpes-Cote d'Azur,FR
1135,roubion-les-buisses,Europe,France,Provence-Alpes-Cote d'Azur,FR
1136,reallon,Europe,France,Provence-Alpes-Cote d'Azur,FR
