Resort_ID,Resort_Name,Continent,Country,State_Province,Latitude,Longitude,Country_Code
1188,col-du-barioz,Europe,France,Auvergne-Rhone-Alpes,46.227638,2.213749,FR
1189,col-du-granier,Europe,France,Auvergne-Rhone-Alpes,46.227638,2.213749,FR
1190,col-du-lautaret,Europe,France,Provence-Alpes-Cote d'Azur,46.227638,2.213749,FR
1191,cordon,Europe,France,Auvergne-Rhone-Alpes,46.227638,2.213749,FR
1192,cret-benila-combe-la-chapelle-dabondance,Europe,France,Auvergne-Rhone-Alpes,46.227638,2.213749,FR
1193,crevoux,Europe,France,Provence-Alpes-Cote d'Azur,46.227638,2.213749,FR
1194,donezan-mijanes,Europe,France,Occitania,46.227638,2.213749,FR
1195,entre-les-fourgs-jougne,Europe,France,Bourgogne-Franche-Comte,46.227638,2.213749,FR
1196,espace-cambre-daze-eynesaint-pierre-dels-forcats,Europe,France,Occitania,46.227638,2.213749,FR
1197,espace-dole-la-doleles-tuffes,Europe,France,Bourgogne-Franche-Comte,46.227638,2.213749,FR
1198,foncine-le-haut,Europe,France,Franche-Comte,46.227638,2.213749,FR
1199,font-durle-chaud-clapier,Europe,France,Auvergne-Rhone-Alpes,46.227638,2.213749,FR
1200,ghisoni,Europe,France,Corsica (Corse),46.227638,2.213749,FR
1201,goulier,Europe,France,Occitania,46.227638,2.213749,FR
1202,graix,Europe,France,Auvergne-Rhone-Alpes,46.227638,2.213749,FR
1203,grand-ballon,Europe,France,Grand-Est,46.227638,2.213749,FR
1204,greolieres-les-neiges,Europe,France,Provence-Alpes-Cote d'Azur,46.227638,2.213749,FR
1205,gresse-en-vercors,Europe,France,Auvergne-Rhone-Alpes,46.227638,2.213749,FR
1206,hameau-des-bossons,Europe,France,France,46.227638,2.213749,FR
1207,haut-asco,Europe,France,Corsica (Corse),46.227638,2.213749,FR
1208,hautacam,Europe,France,Occitania,46.227638,2.213749,FR
1209,hautes-navieres-le-valtin,Europe,France,Grand-Est,46.227638,2.213749,FR
1210,hauteville,Europe,France,Auvergne-Rhone-Alpes,46.227638,2.213749,FR
1211,la-bonade-grand-combe-chateleu-val-de-morteau,Europe,France,Bourgogne-Franche-Comte,46.227638,2.213749,FR
1212,la-cernay-blanche-la-chaux-de-gilley,Europe,France,Bourgogne-Franche-Comte,46.227638,2.213749,FR
1213,la-combe-saint-pierre-charquemont,Europe,France,Bourgogne-Franche-Comte,46.227638,2.213749,FR
1214,la-croix-de-bauzon,Europe,France,Auvergne-Rhone-Alpes,46.227638,2.213749,FR
1215,la-feclaz,Europe,France,Auvergne-Rhone-Alpes,46.227638,2.213749,FR
1216,la-goulemont-miroir-maiche,Europe,France,Bourgogne-Franche-Comte,46.227638,2.213749,FR
1217,la-grave-la-meije,Europe,France,Provence-Alpes-Cote d'Azur,46.227638,2.213749,FR
1218,la-jarjatte-lus-la-croix-haute,Europe,France,Auvergne-Rhone-Alpes,46.227638,2.213749,FR
1219,la-loge-des-gardes,Europe,France,Auvergne-Rhone-Alpes,46.227638,2.213749,FR
1220,la-pesse,Europe,France,Franche-Comte,46.227638,2.213749,FR
1221,la-poya-vallorcine,Europe,France,Auvergne-Rhone-Alpes,46.227638,2.213749,FR
1222,la-quillane,Europe,France,Occitania,46.227638,2.213749,FR
1223,la-sambuy-seythenex,Europe,France,Auvergne-Rhone-Alpes,46.227638,2.213749,FR
1224,la-schlucht,Europe,France,Grand-Est,46.227638,2.213749,FR
1225,lac-blanc,Europe,France,Grand-Est,46.227638,2.213749,FR
1226,laguiole,Europe,France,Occitania,46.227638,2.213749,FR
1227,lajoux,Europe,France,Franche-Comte,46.227638,2.213749,FR
1228,lans-en-vercors,Europe,France,Auvergne-Rhone-Alpes,46.227638,2.213749,FR
1229,larcenaire-bussang,Europe,France,Grand-Est,46.227638,2.213749,FR
1230,laye,Europe,France,Provence-Alpes-Cote d'Azur,46.227638,2.213749,FR
1231,le-chauffaud-val-de-morteau,Europe,France,Bourgogne-Franche-Comte,46.227638,2.213749,FR
1232,le-chazelet,Europe,France,Provence-Alpes-Cote d'Azur,46.227638,2.213749,FR
1233,le-col-du-feu-lullin,Europe,France,Auvergne-Rhone-Alpes,46.227638,2.213749,FR
1234,le-desert-dentremont,Europe,France,Auvergne-Rhone-Alpes,46.227638,2.213749,FR
1235,le-frenz,Europe,France,Grand-Est,46.227638,2.213749,FR
1236,le-gaschney-petit-hohneck,Europe,France,Grand-Est,46.227638,2.213749,FR
1237,le-grand-valtin-ban-sur-meurthe-clefcy,Europe,France,Grand-Est,46.227638,2.213749,FR
1238,le-haut-du-tot-sapois,Europe,France,Grand-Est,46.227638,2.213749,FR
1239,le-larmont,Europe,France,Bourgogne-Franche-Comte,46.227638,2.213749,FR
1240,le-manon,Europe,France,Franche-Comte,46.227638,2.213749,FR
1241,le-markstein,Europe,France,Grand-Est,46.227638,2.213749,FR
1242,le-poli-xonrupt-longemer,Europe,France,Grand-Est,46.227638,2.213749,FR
1243,le-reposoir-village,Europe,France,Auvergne-Rhone-Alpes,46.227638,2.213749,FR
1244,le-reposoirchalet-neuf,Europe,France,Auvergne-Rhone-Alpes,46.227638,2.213749,FR
1245,le-revard,Europe,France,Auvergne-Rhone-Alpes,46.227638,2.213749,FR
1246,le-sappey-en-chartreuse,Europe,France,Auvergne-Rhone-Alpes,46.227638,2.213749,FR
1247,le-schlumpf-dolleren,Europe,France,Grand-Est,46.227638,2.213749,FR
1248,le-tanet,Europe,France,Grand-Est,46.227638,2.213749,FR
1249,les-bagenelles-sainte-marie-aux-mines,Europe,France,Grand-Est,46.227638,2.213749,FR
1250,les-chosalets,Europe,France,Auvergne-Rhone-Alpes,46.227638,2.213749,FR
1251,les-egaux,Europe,France,Auvergne-Rhone-Alpes,46.227638,2.213749,FR
1252,les-fourgs,Europe,France,Bourgogne-Franche-Comte,46.227638,2.213749,FR
1253,les-gentianes-morbier,Europe,France,Franche-Comte,46.227638,2.213749,FR
1254,les-marmousetsmassif-dorbe-bois-damont,Europe,France,Bourgogne-Franche-Comte,46.227638,2.213749,FR
1255,les-mont-dolmes,Europe,France,Occitania,46.227638,2.213749,FR
1256,les-moussieres,Europe,France,Franche-Comte,46.227638,2.213749,FR
1257,les-plans-dhotonnes,Europe,France,Auvergne-Rhone-Alpes,46.227638,2.213749,FR
1258,les-rafforts-hery-sur-ugine,Europe,France,Auvergne-Rhone-Alpes,46.227638,2.213749,FR
1259,les-signaraux-la-motte-daveillans,Europe,France,Auvergne-Rhone-Alpes,46.227638,2.213749,FR
1260,lispach-la-bresse,Europe,France,Grand-Est,46.227638,2.213749,FR
1261,loisinord-noeux-les-mines,Europe,France,France,46.227638,2.213749,FR
1262,longchaumois-rosset,Europe,France,Bourgogne-Franche-Comte,46.227638,2.213749,FR
1263,massif-de-la-serra-lamoura,Europe,France,Bourgogne-Franche-Comte,46.227638,2.213749,FR
1264,massif-du-noirmont-les-rousses,Europe,France,Bourgogne-Franche-Comte,46.227638,2.213749,FR
1265,meix-musy-pierre-a-feu-val-de-morteau,Europe,France,Bourgogne-Franche-Comte,46.227638,2.213749,FR
1266,menthieres,Europe,France,Auvergne-Rhone-Alpes,46.227638,2.213749,FR
1267,mezenc-les-estables,Europe,France,Auvergne-Rhone-Alpes,46.227638,2.213749,FR
1268,mont-saxonnex,Europe,France,Auvergne-Rhone-Alpes,46.227638,2.213749,FR
1269,mont-sereinmont-ventoux-nord,Europe,France,Provence-Alpes-Cote d'Azur,46.227638,2.213749,FR
1270,mont-ventoux-sud,Europe,France,Provence-Alpes-Cote d'Azur,46.227638,2.213749,FR
1271,montagne-de-lure,Europe,France,France,46.227638,2.213749,FR
1272,montmin,Europe,France,Auvergne-Rhone-Alpes,46.227638,2.213749,FR
1273,mouthe-massif-du-noirmont,Europe,France,Bourgogne-Franche-Comte,46.227638,2.213749,FR
1274,nasbinals,Europe,France,Occitania,46.227638,2.213749,FR
1275,nevache,Europe,France,Provence-Alpes-Cote d'Azur,46.227638,2.213749,FR
1276,notre-dame-du-pre,Europe,France,Auvergne-Rhone-Alpes,46.227638,2.213749,FR
1277,parc-de-loisirs-de-laigle-lans-en-vercors,Europe,France,Auvergne-Rhone-Alpes,46.227638,2.213749,FR
1278,passy-plaine-joux,Europe,France,Auvergne-Rhone-Alpes,46.227638,2.213749,FR
1279,payolle,Europe,France,Occitania,46.227638,2.213749,FR
1280,plainpalais,Europe,France,Auvergne-Rhone-Alpes,46.227638,2.213749,FR
1281,planche-des-belles-filles,Europe,France,Bourgogne-Franche-Comte,46.227638,2.213749,FR
1282,plateau-de-beille,Europe,France,Occitania,46.227638,2.213749,FR
1283,pont-despagne-cauterets,Europe,France,Occitania,46.227638,2.213749,FR
1284,porte-de-la-giraude,Europe,France,Bourgogne-Franche-Comte,46.227638,2.213749,FR
1285,praboure-saint-antheme,Europe,France,Auvergne-Rhone-Alpes,46.227638,2.213749,FR
1286,prat-peyrot-mont-aigoual,Europe,France,Occitania,46.227638,2.213749,FR
1287,puyvalador-rieutord,Europe,France,Occitania,46.227638,2.213749,FR
1288,rencurel,Europe,France,Auvergne-Rhone-Alpes,46.227638,2.213749,FR
1289,ristolas,Europe,France,Provence-Alpes-Cote d'Azur,46.227638,2.213749,FR
1290,rochejean,Europe,France,Bourgogne-Franche-Comte,46.227638,2.213749,FR
1291,romme-nancy-sur-cluses,Europe,France,Auvergne-Rhone-Alpes,46.227638,2.213749,FR
1292,rouge-gazon,Europe,France,Grand-Est,46.227638,2.213749,FR
1293,saint-hilaire-du-touvet,Europe,France,Auvergne-Rhone-Alpes,46.227638,2.213749,FR
1294,saint-michel-de-chaillol,Europe,France,Provence-Alpes-Cote d'Azur,46.227638,2.213749,FR
1295,saint-nizier-du-moucherotte,Europe,France,Auvergne-Rhone-Alpes,46.227638,2.213749,FR
1296,saint-urcize,Europe,France,Auvergne-Rhone-Alpes,46.227638,2.213749,FR
1297,schnepfenried,Europe,France,Grand-Est,46.227638,2.213749,FR
1298,serre-eyraud-orcieres,Europe,France,Provence-Alpes-Cote d'Azur,46.227638,2.213749,FR
1299,st-jean-de-sixt,Europe,France,Auvergne-Rhone-Alpes,46.227638,2.213749,FR
1300,thanner-hubel,Europe,France,Grand-Est,46.227638,2.213749,FR
1301,val-darc-bessans,Europe,France,Auvergne-Rhone-Alpes,46.227638,2.213749,FR
1302,val-dese,Europe,France,Corsica (Corse),46.227638,2.213749,FR
1303,val-doronaye-larche,Europe,France,Provence-Alpes-Cote d'Azur,46.227638,2.213749,FR
1304,val-pelens,Europe,France,Provence-Alpes-Cote d'Azur,46.227638,2.213749,FR
1305,valdrome,Europe,France,Auvergne-Rhone-Alpes,46.227638,2.213749,FR
1306,vauplane-soleilhas,Europe,France,Provence-Alpes-Cote d'Azur,46.227638,2.213749,FR
1307,ventron,Europe,France,Grand-Est,46.227638,2.213749,FR
1308,villar-darene,Europe,France,Provence-Alpes-Cote d'Azur,46.227638,2.213749,FR
1309,Grandvalira – Pas de la Casa/Grau Roig/Soldeu/El Tarter/Canillo/Encamp,Europe,Andorra,Andorra,42.546245,1.601554,AD
1310,. Pal/Arinsal – La Massana (Vallnord),Europe,Andorra,Andorra,42.546245,1.601554,AD
1311,Ordino Arcalís,Europe,Andorra,Andorra,42.546245,1.601554,AD
1312,. Levi,Europe,Finland,Northern Finland,61.92411,25.748151,FI
1313,. Ylläs,Europe,Finland,Northern Finland,61.92411,25.748151,FI
1314,. Pyhä,Europe,Finland,Northern Finland,61.92411,25.748151,FI
1315,. Ruka,Europe,Finland,Northern Finland,61.92411,25.748151,FI
1316,. Ounasvaara – Rovaniemi,Europe,Finland,Northern Finland,61.92411,25.748151,FI
1317,aavasaksa,Europe,Finland,Northern Finland,61.92411,25.748151,FI
1318,alhovuori,Europe,Finland,Southern Finland (Etela-Suomi),61.92411,25.748151,FI
1319,calpis,Europe,Finland,Southern Finland (Etela-Suomi),61.92411,25.748151,FI
1320,ellivuori,Europe,Finland,West Finland (Lansi-Suomi),61.92411,25.748151,FI
1321,grani-backen-kauniainen,Europe,Finland,Southern Finland (Etela-Suomi),61.92411,25.748151,FI
1322,haekaerinteet,Europe,Finland,West Finland (Lansi-Suomi),61.92411,25.748151,FI
1323,hasamaeki,Europe,Finland,East Finland (Pohjois- ja Ita-Suomi),61.92411,25.748151,FI
1324,hervanta-mustavuori-tampere,Europe,Finland,West Finland (Lansi-Suomi),61.92411,25.748151,FI
1325,hiittenharju,Europe,Finland,West Finland (Lansi-Suomi),61.92411,25.748151,FI
1326,himos,Europe,Finland,West Finland (Lansi-Suomi),61.92411,25.748151,FI
1327,hirvensalo,Europe,Finland,Southern Finland (Etela-Suomi),61.92411,25.748151,FI
1328,iso-syoete-pudasjaervi,Europe,Finland,Northern Finland,61.92411,25.748151,FI
1329,kalli,Europe,Finland,Northern Finland,61.92411,25.748151,FI
1330,kasurila,Europe,Finland,East Finland (Pohjois- ja Ita-Suomi),61.92411,25.748151,FI
1331,kaustinen,Europe,Finland,Northern Finland,61.92411,25.748151,FI
1332,keinukallio,Europe,Finland,Southern Finland (Etela-Suomi),61.92411,25.748151,FI
1333,kirintoevaara,Europe,Finland,Northern Finland,61.92411,25.748151,FI
1334,koeykkyri,Europe,Finland,Northern Finland,61.92411,25.748151,FI
1335,kokonniemi-porvoo,Europe,Finland,Southern Finland (Etela-Suomi),61.92411,25.748151,FI
1336,korkeakangas,Europe,Finland,West Finland (Lansi-Suomi),61.92411,25.748151,FI
1337,laajis-laajavuori,Europe,Finland,West Finland (Lansi-Suomi),61.92411,25.748151,FI
1338,lakis,Europe,Finland,West Finland (Lansi-Suomi),61.92411,25.748151,FI
1339,lekotinmaeki,Europe,Finland,East Finland (Pohjois- ja Ita-Suomi),61.92411,25.748151,FI
1340,loma-koli,Europe,Finland,East Finland (Pohjois- ja Ita-Suomi),61.92411,25.748151,FI
1341,louekallio,Europe,Finland,West Finland (Lansi-Suomi),61.92411,25.748151,FI
1342,lumiparkki-kivikko,Europe,Finland,Southern Finland (Etela-Suomi),61.92411,25.748151,FI
1343,luosto,Europe,Finland,Northern Finland,61.92411,25.748151,FI
1344,maarianrinteet,Europe,Finland,East Finland (Pohjois- ja Ita-Suomi),61.92411,25.748151,FI
1345,meriteijo-ski,Europe,Finland,Southern Finland (Etela-Suomi),61.92411,25.748151,FI
1346,messilae,Europe,Finland,Southern Finland (Etela-Suomi),61.92411,25.748151,FI
1347,mielakka,Europe,Finland,Southern Finland (Etela-Suomi),61.92411,25.748151,FI
1348,mustavaara,Europe,Finland,East Finland (Pohjois- ja Ita-Suomi),61.92411,25.748151,FI
1349,myllymaeki,Europe,Finland,Southern Finland (Etela-Suomi),61.92411,25.748151,FI
1350,olos,Europe,Finland,Northern Finland,61.92411,25.748151,FI
1351,paaminne,Europe,Finland,Southern Finland (Etela-Suomi),61.92411,25.748151,FI
1352,paavorinteet,Europe,Finland,West Finland (Lansi-Suomi),61.92411,25.748151,FI
1353,paeaeskyvuori,Europe,Finland,West Finland (Lansi-Suomi),61.92411,25.748151,FI
1354,paljakka,Europe,Finland,East Finland (Pohjois- ja Ita-Suomi),61.92411,25.748151,FI
1355,pallas,Europe,Finland,Northern Finland,61.92411,25.748151,FI
1356,parra,Europe,Finland,West Finland (Lansi-Suomi),61.92411,25.748151,FI
1357,peuramaa,Europe,Finland,Southern Finland (Etela-Suomi),61.92411,25.748151,FI
1358,pikku-syoetesyoetekeskus,Europe,Finland,Northern Finland,61.92411,25.748151,FI
1359,puijon-rinteet,Europe,Finland,West Finland (Lansi-Suomi),61.92411,25.748151,FI
1360,pukkivuori,Europe,Finland,West Finland (Lansi-Suomi),61.92411,25.748151,FI
1361,purnuvuori,Europe,Finland,Southern Finland (Etela-Suomi),61.92411,25.748151,FI
1362,putkijaervi,Europe,Finland,West Finland (Lansi-Suomi),61.92411,25.748151,FI
1363,pyolonrinteet,Europe,Finland,West Finland (Lansi-Suomi),61.92411,25.748151,FI
1364,raemaekkae,Europe,Finland,West Finland (Lansi-Suomi),61.92411,25.748151,FI
1365,riihivuori,Europe,Finland,West Finland (Lansi-Suomi),61.92411,25.748151,FI
1366,ritavalkea,Europe,Finland,Northern Finland,61.92411,25.748151,FI
1367,ruosniemi,Europe,Finland,Southern Finland (Etela-Suomi),61.92411,25.748151,FI
1368,ruunarinteet,Europe,Finland,East Finland (Pohjois- ja Ita-Suomi),61.92411,25.748151,FI
1369,saariselkae,Europe,Finland,Northern Finland,61.92411,25.748151,FI
1370,salla,Europe,Finland,Northern Finland,61.92411,25.748151,FI
1371,salomonkallio,Europe,Finland,Southern Finland (Etela-Suomi),61.92411,25.748151,FI
1372,sappee,Europe,Finland,West Finland (Lansi-Suomi),61.92411,25.748151,FI
1373,saukkovaara,Europe,Finland,Northern Finland,61.92411,25.748151,FI
1374,savivuori-viitasaari,Europe,Finland,West Finland (Lansi-Suomi),61.92411,25.748151,FI
1375,serena,Europe,Finland,Southern Finland (Etela-Suomi),61.92411,25.748151,FI
1376,simpsioe,Europe,Finland,West Finland (Lansi-Suomi),61.92411,25.748151,FI
1377,sotkanrinteet,Europe,Finland,West Finland (Lansi-Suomi),61.92411,25.748151,FI
1378,suomu,Europe,Finland,Northern Finland,61.92411,25.748151,FI
1379,sveitsin-hiihtokeskus-hyvinkaeae,Europe,Finland,Southern Finland (Etela-Suomi),61.92411,25.748151,FI
1380,swinghill-solvalla-espoo,Europe,Finland,Southern Finland (Etela-Suomi),61.92411,25.748151,FI
1381,tahko,Europe,Finland,East Finland (Pohjois- ja Ita-Suomi),61.92411,25.748151,FI
1382,taivalvaara,Europe,Finland,Northern Finland,61.92411,25.748151,FI
1383,talma,Europe,Finland,Southern Finland (Etela-Suomi),61.92411,25.748151,FI
1384,tornikeskus-klaukkalan,Europe,Finland,Southern Finland (Etela-Suomi),61.92411,25.748151,FI
1385,tornimaeki-mikkeli,Europe,Finland,West Finland (Lansi-Suomi),61.92411,25.748151,FI
1386,ukko-koli,Europe,Finland,East Finland (Pohjois- ja Ita-Suomi),61.92411,25.748151,FI
1387,ukkohalla,Europe,Finland,East Finland (Pohjois- ja Ita-Suomi),61.92411,25.748151,FI
1388,uuperin-rinteet,Europe,Finland,Southern Finland (Etela-Suomi),61.92411,25.748151,FI
1389,vatuski,Europe,Finland,West Finland (Lansi-Suomi),61.92411,25.748151,FI
1390,vierumaeki,Europe,Finland,Southern Finland (Etela-Suomi),61.92411,25.748151,FI
1391,vihti-ski-center,Europe,Finland,Southern Finland (Etela-Suomi),61.92411,25.748151,FI
1392,vuokatti,Europe,Finland,East Finland (Pohjois- ja Ita-Suomi),61.92411,25.748151,FI
1393,vuorenmaa,Europe,Finland,West Finland (Lansi-Suomi),61.92411,25.748151,FI
1394, La Molina/Masella – Alp2500,Europe,Spain,Catalonia (Catalunya),40.463667,-3.74922,ES
1395, Baqueira/Beret,Europe,Spain,Catalonia (Catalunya),40.463667,-3.74922,ES
1396, Cerler,Europe,Spain,Aragon,40.463667,-3.74922,ES
1397,Formigal,Europe,Spain,Aragon,40.463667,-3.74922,ES
1398,sierra-nevada-pradollano,Europe,Spain,Andalusia (Andalucia),40.463667,-3.74922,ES
1399,boi-tauell,Europe,Spain,Catalonia (Catalunya),40.463667,-3.74922,ES
1400,port-del-comte,Europe,Spain,Catalonia (Catalunya),40.463667,-3.74922,ES
1401,panticosa,Europe,Spain,Aragon,40.463667,-3.74922,ES
1402,espot-esqui,Europe,Spain,Catalonia (Catalunya),40.463667,-3.74922,ES
1403,candanchu,Europe,Spain,Aragon,40.463667,-3.74922,ES
1404,astun,Europe,Spain,Aragon,40.463667,-3.74922,ES
1405,valdezcaray,Europe,Spain,La Rioja,40.463667,-3.74922,ES
1406,port-aine,Europe,Spain,Catalonia (Catalunya),40.463667,-3.74922,ES
1407,la-pinilla,Europe,Spain,Castile-Leon (Castilla y Leon),40.463667,-3.74922,ES
1408,valgrande-pajares,Europe,Spain,Asturias (Asturian),40.463667,-3.74922,ES
1409,alto-campoo,Europe,Spain,Cantabria,40.463667,-3.74922,ES
1410,valdesqui,Europe,Spain,Madrid,40.463667,-3.74922,ES
1411,san-isidro-zona-cebolledo,Europe,Spain,Castile-Leon (Castilla y Leon),40.463667,-3.74922,ES
1412,puerto-navacerrada,Europe,Spain,Madrid,40.463667,-3.74922,ES
1413,la-covatilla-sierra-de-bejar,Europe,Spain,Castile-Leon (Castilla y Leon),40.463667,-3.74922,ES
1414,el-morredero,Europe,Spain,Castile-Leon (Castilla y Leon),40.463667,-3.74922,ES
1415,fuentes-de-invierno,Europe,Spain,Asturias (Asturian),40.463667,-3.74922,ES
1416,javalambre,Europe,Spain,Aragon,40.463667,-3.74922,ES
1417,leitariegos,Europe,Spain,Castile-Leon (Castilla y Leon),40.463667,-3.74922,ES
1418,lunada,Europe,Spain,Castile-Leon (Castilla y Leon),40.463667,-3.74922,ES
1419,madrid-snow-zone,Europe,Spain,Madrid,40.463667,-3.74922,ES
1420,manzaneda,Europe,Spain,Galicia,40.463667,-3.74922,ES
1421,pleta-del-prat-tavascan,Europe,Spain,Catalonia (Catalunya),40.463667,-3.74922,ES
1422,punto-de-nieve-santa-ines,Europe,Spain,Castile-Leon (Castilla y Leon),40.463667,-3.74922,ES
1423,pyrenees-heliski-vielha,Europe,Spain,Catalonia (Catalunya),40.463667,-3.74922,ES
1424,rasos-de-peguera,Europe,Spain,Catalonia (Catalunya),40.463667,-3.74922,ES
1425,safed-dara,Europe,Spain,Spain,40.463667,-3.74922,ES
1426,san-isidro-zona-salencias,Europe,Spain,Castile-Leon (Castilla y Leon),40.463667,-3.74922,ES
1427,valdelinares-sierra-de-gudar,Europe,Spain,Aragon,40.463667,-3.74922,ES
1428,vall-de-nuria,Europe,Spain,Catalonia (Catalunya),40.463667,-3.74922,ES
1429,vallter-2000,Europe,Spain,Catalonia (Catalunya),40.463667,-3.74922,ES
1430, Bansko,Europe,Bulgaria,Blagoevgrad,42.733883,25.48583,BG
1431, Borovets,Europe,Bulgaria,Sofia,42.733883,25.48583,BG
1432,. Pamporovo,Europe,Bulgaria,Smolyan,42.733883,25.48583,BG
1433,. Vitosha/Aleko – Sofia,Europe,Bulgaria,Bulgaria,42.733883,25.48583,BG
1434,. Mechi Chal – Chepelare,Europe,Bulgaria,Smolyan,42.733883,25.48583,BG
1435,berkovitsa,Europe,Bulgaria,Bulgaria,42.733883,25.48583,BG
1436,bodrostkartala,Europe,Bulgaria,Blagoevgrad,42.733883,25.48583,BG
1437,dobrinishte,Europe,Bulgaria,Blagoevgrad,42.733883,25.48583,BG
1438,gela,Europe,Bulgaria,Bulgaria,42.733883,25.48583,BG
1439,govedartsi,Europe,Bulgaria,Sofia,42.733883,25.48583,BG
1440,kulinoto,Europe,Bulgaria,Bulgaria,42.733883,25.48583,BG
1441,malyovitsa,Europe,Bulgaria,Bulgaria,42.733883,25.48583,BG
1442,momchilovtsi,Europe,Bulgaria,Bulgaria,42.733883,25.48583,BG
1443,osogovo-mountain,Europe,Bulgaria,Kyustendil,42.733883,25.48583,BG
1444,panichishte,Europe,Bulgaria,Kyustendil,42.733883,25.48583,BG
1445,perelik,Europe,Bulgaria,Bulgaria,42.733883,25.48583,BG
1446,razlog,Europe,Bulgaria,Bulgaria,42.733883,25.48583,BG
1447,semkovo,Europe,Bulgaria,Bulgaria,42.733883,25.48583,BG
1448,tsigov-chark,Europe,Bulgaria,Bulgaria,42.733883,25.48583,BG
1449,uzana,Europe,Bulgaria,Gabrovo,42.733883,25.48583,BG
1450, Kopaonik,Europe,Serbia,Serbia-South,44.016521,21.005859,RS
1451,tornik-zlatibor,Europe,Serbia,Serbia-South,44.016521,21.005859,RS
1452,stara-planina-babin-zub,Europe,Serbia,Serbia-South,44.016521,21.005859,RS
1453,bojanine-vode-nis-suva-planina,Europe,Serbia,Serbia-South,44.016521,21.005859,RS
1454,borici-sjenica,Europe,Serbia,Serbia,44.016521,21.005859,RS
1455,crni-vrh-bor,Europe,Serbia,Serbia-South,44.016521,21.005859,RS
1456,divcibare,Europe,Serbia,Serbia-South,44.016521,21.005859,RS
1457,glibanj-sjenica,Europe,Serbia,Serbia,44.016521,21.005859,RS
1458,goc,Europe,Serbia,Serbia,44.016521,21.005859,RS
1459,golija-ivanjica,Europe,Serbia,Serbia,44.016521,21.005859,RS
1460,golija-novi-pazar,Europe,Serbia,Serbia,44.016521,21.005859,RS
1461,gucevo,Europe,Serbia,Serbia,44.016521,21.005859,RS
1462,iver-tara,Europe,Serbia,Serbia-South,44.016521,21.005859,RS
1463,jabuka-prijepolje,Europe,Serbia,Serbia-South,44.016521,21.005859,RS
1464,kamenicki-vis-nis,Europe,Serbia,Serbia,44.016521,21.005859,RS
1465,kaona-lucani,Europe,Serbia,Serbia,44.016521,21.005859,RS
1466,kosutnjak-belgrade,Europe,Serbia,Serbia,44.016521,21.005859,RS
1467,kraljevica-zajecar,Europe,Serbia,Serbia,44.016521,21.005859,RS
1468,kusici-ivanjica,Europe,Serbia,Serbia,44.016521,21.005859,RS
1469,lukovska-banja,Europe,Serbia,Serbia,44.016521,21.005859,RS
1470,mackov-kamen-krupanj,Europe,Serbia,Serbia,44.016521,21.005859,RS
1471,mitrovac-tara,Europe,Serbia,Serbia,44.016521,21.005859,RS
1472,rajkovo-majdanpek,Europe,Serbia,Serbia-South,44.016521,21.005859,RS
1473,vidlic-pirot,Europe,Serbia,Serbia,44.016521,21.005859,RS
1474,zlatar,Europe,Serbia,Serbia-South,44.016521,21.005859,RS
1475, Trysil,Europe,Norway,Hedmark,60.472024,8.468946,NO
1476,Hemsedal,Europe,Norway,Buskerud,60.472024,8.468946,NO
1477,. Hafjell,Europe,Norway,Oppland,60.472024,8.468946,NO
1478, Kvitfjell,Europe,Norway,Oppland,60.472024,8.468946,NO
1479,. Myrkdalen,Europe,Norway,Western Norway (Vestlandet),60.472024,8.468946,NO
1480,. Geilo,Europe,Norway,Buskerud,60.472024,8.468946,NO
1481,. Hovden,Europe,Norway,Aust-Agder,60.472024,8.468946,NO
1482,. Skeikampen – Gausdal,Europe,Norway,Oppland,60.472024,8.468946,NO
1483, Gaustablikk – Rjukan,Europe,Norway,Telemark,60.472024,8.468946,NO
1484,. Oslo – Tryvann (Skimore),Europe,Norway,Oslo,60.472024,8.468946,NO
1485,. Gålå,Europe,Norway,Oppland,60.472024,8.468946,NO
1486,voss-resort,Europe,Norway,Western Norway (Vestlandet),60.472024,8.468946,NO
1487,oppdal,Europe,Norway,Sor-Trondelag,60.472024,8.468946,NO
1488,. Beitostølen,Europe,Norway,Oppland,60.472024,8.468946,NO
1489,strandafjellet,Europe,Norway,Western Norway (Vestlandet),60.472024,8.468946,NO
1490,norefjell,Europe,Norway,Buskerud,60.472024,8.468946,NO
1491,rauland-skisenterholtardalen,Europe,Norway,Telemark,60.472024,8.468946,NO
1492,gautefall,Europe,Norway,Telemark,60.472024,8.468946,NO
1493,bjorli,Europe,Norway,Oppland,60.472024,8.468946,NO
1494,vraadal,Europe,Norway,Telemark,60.472024,8.468946,NO
1495,vassfjellet-klaebutrondheim,Europe,Norway,Sor-Trondelag,60.472024,8.468946,NO
1496,uvdal-alpinsenter,Europe,Norway,Buskerud,60.472024,8.468946,NO
1497,tjoerhomfjelletaalsheia-skisenter-sirdal,Europe,Norway,Vest-Agder,60.472024,8.468946,NO
1498,aadneram-skitrekk,Europe,Norway,Vest-Agder,60.472024,8.468946,NO
1499,aal-skisenter,Europe,Norway,Buskerud,60.472024,8.468946,NO
1500,aalen-skisenter,Europe,Norway,Sor-Trondelag,60.472024,8.468946,NO
1501,aktiven-skiheis,Europe,Norway,Western Norway (Vestlandet),60.472024,8.468946,NO
1502,ankenesfjellet-ankenesstranda-narvik,Europe,Norway,Nordland,60.472024,8.468946,NO
